DNI,nombre, Apellido_Materno,Apellido_Paterno,Fecha_Nac,teléfono,sexo
70000063,Carroll,White,Brown,1998-11-11,25262834,M
70000064,Thedore,Davis,Williams,1980-4-19,17148211,F
70000065,Marylyn,Johnson,Brown,1991-8-27,44369229,F
70000066,Needham,Rodriguez,Wilson,1972-4-23,21223721,F
70000067,Graydon,Miller,Smith,1977-5-14,66499381,M
70000068,Jasper,Garcia,Rodriguez,1984-9-20,74363512,M
70000069,Carsen,Brown,Thompson,1981-3-25,88195932,M
70000070,Mervin,Thompson,Martin,1994-8-5,89815133,M
70000071,Ken,Taylor,Johnson,1994-4-23,89589862,F
70000072,Tishie,Brown,Wilson,1981-8-27,11381563,F
70000073,Kerwin,Jones,Jones,1985-12-20,91237111,F
70000074,Caesar,Davis,Garcia,1995-10-25,25241164,M
70000075,Todd,Johnson,Thompson,1993-1-17,28911498,M
70000076,Lisandro,Taylor,Smith,1971-12-13,64475258,F
70000077,Eda,Anderson,Jackson,1994-7-23,36996733,M
70000078,Tamela,Jones,Davis,1977-7-25,59564779,F
70000079,Rosie,Thomas,Jackson,1974-12-4,66135495,F
70000080,Kenton,Williams,Martin,1978-10-14,26642916,M
70000081,Buel,Garcia,Thomas,1986-5-2,94176413,F
70000082,Kingston,Taylor,Wilson,1976-3-16,75338218,M
70000083,Xena,Anderson,Williams,1998-12-17,72378686,F
70000084,Irven,Williams,Lee,1996-7-0,35955775,F
70000085,Esker,Brown,Davis,1990-8-24,58673212,F
70000086,Loney,Jones,Lee,1982-6-14,25411855,M
70000087,Margueritta,Moore,Martinez,1972-4-22,45779969,F
70000088,Idabelle,Lee,Williams,1996-2-27,21958913,M
70000089,Abbey,Garcia,Anderson,1993-9-11,87852755,F
70000090,Armstead,Anderson,Taylor,1970-12-9,14796367,M
70000091,Merlene,Brown,Davis,1991-12-8,44929882,M
70000092,Delmar,Thompson,Thompson,1976-2-4,47716231,M
70000093,Nelie,Thomas,Martinez,1970-4-20,67939815,F
70000094,Sammy,Miller,Taylor,1992-2-5,56294515,M
70000095,Lucretia,Jackson,Davis,1978-8-19,35696554,F
70000096,Myrl,White,White,1988-7-9,58967486,M
70000097,Maeve,Miller,White,1981-8-10,86725151,F
70000098,Carmel,Moore,Martinez,1995-6-12,82765574,M
70000099,Arlington,Rodriguez,Anderson,1995-2-18,57898393,M
70000100,Bess,Brown,Wilson,1995-5-4,14467814,M
70000101,Joseluis,Davis,Williams,1977-12-2,71959688,F
70000102,Hildegarde,Wilson,Brown,1976-10-14,18524992,F
70000103,Felecia,Smith,Miller,1977-9-28,27883628,M
70000104,Delle,Garcia,Davis,1995-8-19,45796863,M
70000105,Gennie,Thompson,Williams,1994-6-2,65353383,F
70000106,Derik,Rodriguez,Thompson,1986-4-6,64111697,M
70000107,Esco,Thompson,Lee,1970-2-6,38631736,M
70000108,Benjamine,Williams,Smith,1995-1-1,17687754,F
70000109,Michell,Wilson,Martin,1982-12-24,76918751,F
70000110,Adalberto,Thomas,Jackson,1981-9-0,87336898,F
70000111,Pearley,Jackson,Jackson,1973-1-26,48929584,M
70000112,Kaycee,Garcia,Jones,1983-12-20,86598175,F
70000113,Nim,White,Brown,1988-6-22,54545462,M
70000114,Ally,Anderson,Williams,1976-3-6,28967562,M
70000115,Monte,Martinez,White,1996-12-18,25366673,F
70000116,Bradford,Martin,Garcia,1999-4-20,22187631,F
70000117,Dicie,Davis,Taylor,1974-5-18,74518143,F
70000118,Luvenia,Johnson,Jackson,1994-4-0,38615167,M
70000119,Ron,Lee,White,1980-2-21,93341134,M
70000120,Marylou,Smith,Thompson,1995-3-5,79719214,F
70000121,Linn,Jackson,Davis,1989-5-11,62873873,M
70000122,Amey,Davis,White,1984-4-5,12272861,F
70000123,Melonie,Johnson,Miller,1998-2-27,15382549,M
70000124,Ford,Smith,Rodriguez,1975-11-4,86291265,M
70000125,Yuridia,Martinez,Brown,1976-6-12,88216338,M
70000126,Tevin,Garcia,Jones,1974-9-5,61351244,M
70000127,Marylee,Jackson,Anderson,1979-11-26,63551264,F
70000128,Larkin,Taylor,Martinez,1986-8-3,38631445,M
70000129,Jonatan,Martinez,Williams,1986-1-10,32876969,F
70000130,Alois,Brown,Anderson,1978-6-18,19263374,M
70000131,Tara,Thompson,Miller,1975-4-1,76654929,M
70000132,Almeda,Smith,Anderson,1997-7-15,54878175,F
70000133,Scarlet,Jones,Smith,1976-9-21,71833235,M
70000134,Tatianna,Johnson,Davis,1970-1-12,83267742,M
70000135,Carina,Moore,Jones,1994-4-24,66358548,M
70000136,Pallie,Taylor,Martin,1973-1-24,76179744,F
70000137,Sally,Smith,Rodriguez,1993-5-25,55359883,M
70000138,Attie,Johnson,White,1992-7-9,76173934,F
70000139,Lissette,Wilson,Thomas,1995-10-26,24826774,M
70000140,Elihu,Davis,Lee,1980-5-10,62367359,M
70000141,Mara,Williams,Wilson,1973-8-8,41422767,F
70000142,Audrianna,Jackson,Thomas,1995-7-16,83188582,M
70000143,Donat,Jones,Rodriguez,1997-5-27,49158135,F
70000144,Illya,Rodriguez,Johnson,1979-8-12,52159996,F
70000145,Bernetta,Smith,Wilson,1978-8-2,94678578,F
70000146,Tobias,Jones,Jones,1989-7-5,39632699,F
70000147,Norval,Anderson,Thompson,1993-8-7,75933657,F
70000148,Yolonda,Taylor,Anderson,1983-10-17,74436664,F
70000149,Orma,White,Smith,1989-5-20,85355518,M
70000150,Kaia,Garcia,Davis,1982-9-17,84414961,M
70000151,Farrah,Thomas,Thompson,1984-4-10,73217436,F
70000152,Delfina,Anderson,Davis,1995-6-4,25955331,M
70000153,Alby,Lee,Smith,1998-7-23,81178522,M
70000154,Bethzy,Jones,Brown,1981-4-9,55828351,F
70000155,Djuana,Jones,Garcia,1989-7-21,66964725,F
70000156,Candace,Lee,Lee,1991-2-5,67649452,M
70000157,Oland,Wilson,Williams,1979-1-1,96683732,F
70000158,Flavia,Thomas,Anderson,1979-5-22,86227142,F
70000159,Davion,Johnson,Smith,1987-6-16,15971923,F
70000160,Olive,Wilson,Martinez,1979-10-24,89492285,M
70000161,Sharla,Martinez,Taylor,1993-4-24,48643435,M
70000162,Andra,Davis,Anderson,1992-4-25,43762679,M
70000163,Elfie,Thomas,Brown,1987-7-14,22273413,M
70000164,Lyndia,Jackson,Williams,1996-9-19,14659814,M
70000165,Helen,Miller,Martinez,1983-6-13,41636654,F
70000166,Isaiah,Thompson,Davis,1976-8-14,41315964,F
70000167,Leontine,Jackson,Thompson,1992-10-2,33463927,M
70000168,Izabella,Smith,Martinez,1987-11-7,99799973,F
70000169,Agatha,Anderson,Davis,1994-10-16,97841212,M
70000170,Andra,Davis,Davis,1981-9-13,43919676,F
70000171,Alvin,Martin,Jackson,1981-5-9,23214294,M
70000172,Tyesha,Jackson,Smith,1996-6-24,84454428,F
70000173,Ab,Martin,Brown,1986-12-18,52642958,M
70000174,Polly,Thomas,Williams,1988-8-15,31765876,M
70000175,Maybell,Moore,Rodriguez,1975-8-12,44977842,F
70000176,Yair,Jones,Garcia,1993-5-24,87651126,M
70000177,Charla,Johnson,Lee,1994-7-13,93989742,M
70000178,Louie,Taylor,Davis,1991-6-20,25751539,M
70000179,Dyan,Davis,Thompson,1971-3-18,76962834,F
70000180,Sheena,Thomas,Miller,1977-3-13,78343186,F
70000181,Evon,Thompson,Lee,1989-5-15,28913895,F
70000182,Kadeem,Johnson,Thompson,1983-7-23,31632848,F
70000183,Tilda,Moore,Thomas,1994-3-19,42119386,M
70000184,Pink,Johnson,Wilson,1996-11-17,15767638,M
70000185,Josefina,Thomas,Thomas,1992-4-8,11388216,F
70000186,Henry,White,Wilson,1980-11-26,26582224,M
70000187,Rona,Smith,Brown,1996-7-9,14239759,M
70000188,Jerusha,Thompson,Lee,1989-8-12,86332324,M
70000189,Bennie,Lee,White,1985-10-26,55547519,M
70000190,Gerold,Miller,Johnson,1985-1-15,83893193,F
70000191,Amber,Thomas,Taylor,1991-10-15,28263781,M
70000192,Cherri,White,Martin,1991-12-13,99288465,F
70000193,Dedrick,Williams,Lee,1970-2-26,96591566,M
70000194,Robley,Davis,Davis,1993-9-18,26334847,M
70000195,Tiara,Lee,Davis,1995-10-1,82438484,F
70000196,Young,Taylor,Martinez,1985-3-21,75195478,M
70000197,Shantel,Martin,Lee,1992-12-15,51482217,F
70000198,Kyara,Davis,Moore,1986-6-23,97394719,M
70000199,Stevan,Anderson,Davis,1976-4-21,55664752,F
70000200,Rex,Rodriguez,Jones,1981-5-2,81487768,M
70000201,Alesia,Moore,Smith,1980-4-5,79643717,F
70000202,Tavian,Davis,Brown,1988-5-23,19327991,F
70000203,Ambrose,Moore,Jones,1972-1-26,42795944,F
70000204,Dessie,Rodriguez,Jones,1989-9-10,58679256,F
70000205,Davon,Smith,Miller,1983-9-0,91367631,M
70000206,Ninnie,Martin,White,1986-2-24,84938741,F
70000207,Daneen,Rodriguez,Miller,1980-2-5,48572115,M
70000208,Julia,Martin,Martinez,1986-7-11,37519451,M
70000209,Brianne,Thomas,Jackson,1972-3-11,79294494,M
70000210,Elisabeth,Martin,Williams,1982-11-16,73831545,F
70000211,Jep,Brown,Taylor,1991-2-9,16896215,F
70000212,Karon,Martinez,Miller,1985-4-12,69449481,M
70000213,Lauretta,Miller,Miller,1989-11-1,49327617,F
70000214,Verdell,Brown,Smith,1975-3-14,72183728,M
70000215,Jazlene,Garcia,Martinez,1980-12-22,64893554,M
70000216,Artie,Brown,Jones,1970-11-21,55431672,F
70000217,Howard,Thomas,Martinez,1994-9-10,72461684,F
70000218,Rosalind,Moore,Miller,1974-8-0,91431467,F
70000219,Alexia,Miller,Taylor,1990-7-10,44577314,F
70000220,Ruie,Thompson,Johnson,1997-5-16,84625668,M
70000221,Vince,Williams,Johnson,1975-3-2,93447866,M
70000222,Ezra,Lee,Williams,1990-5-2,49792945,M
70000223,Mimi,Brown,White,1973-7-1,96937612,F
70000224,Delmus,Johnson,White,1980-8-7,52299171,F
70000225,Ryne,Jackson,White,1979-12-25,26788257,F
70000226,Bush,Johnson,Williams,1992-6-1,48935639,F
70000227,Charisse,Smith,Miller,1983-12-14,73241753,F
70000228,Angelic,Jackson,White,1970-9-25,53544196,M
70000229,Mikayla,Rodriguez,Miller,1994-2-17,32243196,M
70000230,Victoria,Jones,Williams,1976-6-23,61594871,F
70000231,Verda,Jones,Johnson,1982-6-25,14397474,M
70000232,Tamika,Anderson,Jones,1983-12-22,73592678,F
70000233,Lucindy,Miller,Garcia,1989-6-22,61468895,F
70000234,Idell,Taylor,Smith,1974-5-5,63682826,F
70000235,Jose,Smith,Wilson,1975-10-11,67772358,F
70000236,Lula,Moore,Martinez,1981-4-13,37695757,F
70000237,Windell,Anderson,Jackson,1980-5-15,22766899,M
70000238,Roscoe,Taylor,Miller,1974-7-18,94751315,M
70000239,Debrah,Garcia,Jones,1995-5-4,17573239,F
70000240,Montel,Moore,Miller,1981-3-1,38791791,F
70000241,Ashely,Miller,Brown,1970-7-24,77622614,M
70000242,Edwin,Taylor,Thomas,1990-10-25,51297377,M
70000243,Dayna,Moore,Martinez,1994-8-17,76418668,F
70000244,Iridian,Jones,Johnson,1985-10-3,39339154,F
70000245,Glinda,Miller,Jackson,1997-8-12,45875618,F
70000246,Alwin,Thomas,Davis,1982-3-16,43145927,F
70000247,Venus,Moore,White,1994-9-1,91177326,F
70000248,Tammy,Taylor,Garcia,1977-5-17,93997376,M
70000249,Shay,Martin,Martinez,1983-1-2,46831452,F
70000250,Pearlie,Jackson,Brown,1994-8-22,75555979,F
70000251,Violette,Williams,Johnson,1976-2-28,24386221,M
70000252,Carma,Smith,Anderson,1972-3-19,78793967,F
70000253,Tresa,Jackson,Brown,1998-7-20,94592111,M
70000254,Arturo,Lee,Wilson,1980-8-4,46286252,M
70000255,Laquita,Brown,Wilson,1970-1-6,27966865,F
70000256,Luana,Jones,Rodriguez,1978-2-24,69858261,F
70000257,Helen,Smith,Davis,1983-5-2,13496879,M
70000258,Vennie,Moore,Thomas,1991-12-26,46318822,F
70000259,Jelani,Brown,Jones,1988-12-10,74994378,F
70000260,Delphine,Anderson,Martin,1998-9-12,65665554,M
70000261,Anastasia,Lee,Williams,1991-6-27,47414531,F
70000262,Birdie,Garcia,Jackson,1994-11-14,35772996,M
70000263,Winnifred,Thomas,Martinez,1999-11-7,75125345,F
70000264,Handy,Anderson,White,1991-6-23,17554631,M
70000265,Florence,Thompson,Thomas,1997-12-13,19588983,M
70000266,Pate,Jackson,Moore,1996-11-15,63785847,F
70000267,Justen,Thomas,Anderson,1977-9-10,41887755,F
70000268,Franklyn,Taylor,Johnson,1985-3-8,99865239,M
70000269,Hayward,Moore,White,1970-6-28,81877522,M
70000270,Sigrid,Taylor,Moore,1986-10-27,83147657,M
70000271,Van,Anderson,Thomas,1975-7-15,18783412,M
70000272,Eartha,Thomas,Martin,1999-9-16,15196752,F
70000273,Jeraldine,Anderson,Jones,1983-3-8,86133441,M
70000274,Javen,Wilson,Jackson,1970-6-20,84281743,F
70000275,Marianna,Moore,Wilson,1975-3-1,22632665,F
70000276,Guthrie,Moore,Jackson,1974-2-5,53668649,F
70000277,Vickie,Rodriguez,Rodriguez,1990-6-10,72814167,F
70000278,Estella,Martin,Smith,1975-6-8,54421354,M
70000279,Carnell,Martinez,Rodriguez,1986-2-1,84174271,M
70000280,Vonetta,Thompson,Garcia,1991-9-8,17256952,F
70000281,Areli,Thomas,White,1985-2-7,38315429,M
70000282,Graves,Moore,Brown,1977-3-7,34926518,F
70000283,Delwin,Garcia,Wilson,1970-10-11,91991442,M
70000284,Bettylou,Lee,Jones,1977-4-27,86155415,F
70000285,Rashaan,Anderson,Johnson,1987-12-26,73769871,F
70000286,Isadore,Jones,Jones,1996-11-2,94379589,F
70000287,Chelsie,Williams,Garcia,1983-12-22,81236283,F
70000288,Horacio,Rodriguez,Garcia,1993-10-15,87383231,M
70000289,Ashtyn,Miller,Taylor,1978-7-10,73375762,M
70000290,Harlan,Jackson,Brown,1993-6-11,42267257,M
70000291,Garret,Davis,Johnson,1975-3-27,94128364,M
70000292,Therman,Wilson,White,1978-12-13,74361785,M
70000293,Sudie,Rodriguez,Martin,1977-8-13,24623227,M
70000294,Deon,Moore,White,1982-12-13,67463241,M
70000295,Melanie,Smith,Garcia,1981-4-1,46475497,M
70000296,Chip,Smith,Jones,1988-7-14,17924127,M
70000297,Dominque,Wilson,Johnson,1997-2-8,64878317,M
70000298,Zilpha,Jackson,Jackson,1993-5-15,33895294,F
70000299,Cathi,Garcia,Smith,1975-6-16,26891731,F
70000300,Thresa,Martinez,Rodriguez,1985-10-25,87564764,F
70000301,Jewel,White,Brown,1998-12-9,11181131,M
70000302,Karim,Rodriguez,Williams,1981-10-24,82538872,M
70000303,Cordell,Garcia,Wilson,1989-6-28,86662465,M
70000304,Alfred,Wilson,Taylor,1980-4-1,62483949,M
70000305,Siddie,Davis,Thompson,1982-6-6,33866993,F
70000306,Trystan,Johnson,Jones,1976-4-27,36954247,M
70000307,Brandt,Rodriguez,Rodriguez,1986-10-11,64929586,F
70000308,Illa,Moore,Jackson,1976-10-19,25117221,F
70000309,Susana,Brown,Lee,1986-10-5,27788415,F
70000310,Noreen,Johnson,Martin,1973-12-19,67547248,M
70000311,Benjiman,Martinez,Wilson,1995-10-24,39277725,F
70000312,Jeramiah,Taylor,Smith,1982-1-6,91542355,M
70000313,Jessika,Jackson,Moore,1996-9-23,19396745,F
70000314,Margueritta,Martinez,Thompson,1976-6-9,53114316,M
70000315,Ancel,Anderson,Martinez,1978-1-17,62991562,M
70000316,Tashina,Jones,Thompson,1974-1-13,55563861,F
70000317,Shaquana,Wilson,Taylor,1989-5-16,47536361,F
70000318,Marian,Williams,White,1985-7-8,36179135,M
70000319,Sharla,Rodriguez,Garcia,1993-5-16,86417123,F
70000320,Dino,Smith,Brown,1997-4-4,84861763,M
70000321,Tre,Brown,Martin,1983-9-1,47188569,F
70000322,Sebastian,Jackson,Brown,1973-10-13,96372128,M
70000323,Juan,Jones,Miller,1996-2-3,42329863,M
70000324,Mathilde,Martinez,Wilson,1972-2-8,51458359,F
70000325,Gertie,Martinez,Johnson,1991-10-0,44164849,M
70000326,Timmy,Lee,Davis,1990-10-2,97619243,F
70000327,Jeramy,Anderson,Wilson,1984-6-21,49833214,F
70000328,Mekhi,Thompson,Garcia,1978-2-8,61319191,F
70000329,Chyna,Smith,Rodriguez,1977-8-11,26288276,F
70000330,Clyda,Johnson,Taylor,1973-8-24,79479378,M
70000331,Edyth,Davis,Martin,1976-12-9,99197812,M
70000332,Daniella,Thompson,Brown,1997-9-17,31868763,M
70000333,Shaun,Smith,Rodriguez,1982-9-10,26625194,M
70000334,Jax,Johnson,Martinez,1993-1-15,66149893,F
70000335,Cheri,Williams,Lee,1971-6-15,37278675,F
70000336,Wally,Jones,Taylor,1987-7-28,36238917,F
70000337,Olivia,White,Davis,1976-6-21,25839475,M
70000338,Charisse,Rodriguez,Thomas,1974-9-3,65557345,F
70000339,Latrina,Wilson,Martinez,1994-1-3,59739646,F
70000340,Reason,Wilson,Smith,1971-5-26,72726231,M
70000341,Miriam,Brown,Rodriguez,1975-10-21,19179723,M
70000342,Joeseph,Thompson,Rodriguez,1986-1-14,24164474,M
70000343,Louise,Davis,Anderson,1976-10-6,86163932,F
70000344,Conrad,Jackson,Brown,1991-9-23,43828964,F
70000345,Bryon,Thomas,Anderson,1980-4-15,46259221,M
70000346,Ainsley,Johnson,Smith,1971-8-25,23995681,M
70000347,Guido,Johnson,Thompson,1972-12-23,54546557,M
70000348,Caswell,Jones,Johnson,1993-1-25,16173339,F
70000349,Adelbert,Williams,White,1985-1-0,96147663,M
70000350,Ashli,Moore,Williams,1977-10-27,92476597,M
70000351,Caroline,Jones,Garcia,1978-7-8,63465221,F
70000352,Beda,Jones,Rodriguez,1995-3-2,78286833,F
70000353,Carsen,Taylor,Rodriguez,1970-11-6,87591912,F
70000354,Graciela,Garcia,Rodriguez,1974-1-25,22949321,M
70000355,Allyn,Rodriguez,Wilson,1994-5-9,89249217,F
70000356,Cordie,Thompson,Johnson,1985-6-22,27898699,M
70000357,Timmy,Johnson,Garcia,1970-7-8,53444155,F
70000358,Colter,Garcia,Williams,1989-11-20,61139789,F
70000359,Namon,Moore,Miller,1987-1-7,13657832,M
70000360,Albertina,Thomas,Garcia,1971-1-27,29312977,F
70000361,Demarco,Davis,Brown,1982-3-15,83135518,M
70000362,Karson,Johnson,Thomas,1975-10-28,59759944,F
70000363,Lalla,Thomas,Martin,1983-4-2,46728178,M
70000364,Katy,Johnson,Martinez,1999-11-13,61715497,F
70000365,Laurel,Anderson,Garcia,1987-9-9,16157632,F
70000366,Lulla,Miller,White,1999-5-1,32693929,F
70000367,Verne,Jackson,Smith,1992-6-1,76889522,F
70000368,Edyth,Lee,Jackson,1997-1-7,66334325,F
70000369,Jeremie,Smith,Thompson,1997-7-11,91376998,F
70000370,Janae,Garcia,Rodriguez,1978-6-10,16418727,M
70000371,Nena,Miller,Garcia,1992-11-3,87592188,M
70000372,Braylen,Martin,Martin,1995-3-25,97347818,M
70000373,Dawn,Wilson,Johnson,1984-12-8,77694791,M
70000374,Grisel,Johnson,White,1987-10-2,74877436,M
70000375,Flint,Thompson,Jones,1974-12-0,91859399,M
70000376,Jalisa,Miller,Thompson,1994-11-21,71655188,F
70000377,Rosamond,Smith,Rodriguez,1981-8-26,68644441,M
70000378,Dominga,Brown,Brown,1977-11-3,35567156,M
70000379,Lucile,Martinez,Rodriguez,1979-5-10,45676711,F
70000380,Rosendo,Moore,Anderson,1984-11-6,88132716,M
70000381,Jerilyn,Jackson,Anderson,1977-12-26,96553922,F
70000382,Ieshia,Williams,Williams,1985-6-7,51451592,F
70000383,Rossie,Miller,Johnson,1987-3-11,17932922,M
70000384,Wilford,Taylor,Brown,1974-2-11,77119138,M
70000385,Anna,Rodriguez,White,1993-9-23,64136136,F
70000386,Lue,Williams,Miller,1992-9-0,89887578,M
70000387,Colt,Thompson,Thompson,1991-10-14,54837237,F
70000388,Juliet,White,White,1974-4-15,99556293,M
70000389,Lawerence,Moore,Taylor,1991-10-14,92654345,M
70000390,Karyn,Wilson,Jones,1988-2-28,12557154,M
70000391,Leesa,Smith,Smith,1990-12-28,85559672,F
70000392,Flint,Wilson,Wilson,1988-7-2,14857342,M
70000393,Toma,Martinez,Davis,1994-9-26,27569515,F
70000394,Anjali,Williams,Miller,1973-1-17,54846567,F
70000395,Star,Williams,Miller,1973-9-28,72125843,M
70000396,Loni,Thompson,Martin,1991-1-22,53424747,F
70000397,Stevie,Thompson,Brown,1981-9-2,69941525,M
70000398,Zoa,Johnson,Martinez,1997-4-20,13722174,F
70000399,Ruthe,Rodriguez,White,1975-8-2,35438551,M
70000400,Darrion,Davis,Martinez,1993-1-5,41711617,F
70000401,Shanell,Martin,Miller,1971-6-18,36258191,M
70000402,Shayna,Garcia,Rodriguez,1993-2-16,48886646,F
70000403,Tamia,Martinez,Moore,1984-3-16,77562248,F
70000404,Shenna,Anderson,Jones,1978-5-22,69347879,F
70000405,Lindy,Miller,Jones,1991-12-13,74318422,F
70000406,Emile,White,Taylor,1991-9-3,18641227,M
70000407,Jordon,Johnson,Martinez,1979-7-18,76716525,M
70000408,Casimiro,Williams,Davis,1978-12-10,67618499,M
70000409,Ethelyn,Anderson,Lee,1980-11-16,79547886,M
70000410,Sabina,Miller,Taylor,1978-5-11,78636465,F
70000411,George,Taylor,Moore,1984-11-1,99923499,F
70000412,Tempie,Williams,Jackson,1987-11-21,55685228,M
70000413,Charolette,Martin,Garcia,1999-9-4,99371589,M
70000414,Saul,Rodriguez,Jackson,1988-2-15,15643265,F
70000415,Joell,Rodriguez,Jones,1999-2-4,58653612,M
70000416,Marshall,Jackson,Davis,1990-1-3,29571766,M
70000417,Montel,Moore,Williams,1988-2-25,84249487,M
70000418,Quiana,Davis,Anderson,1978-11-0,99745818,M
70000419,Antonetta,Moore,Wilson,1988-1-8,76687395,F
70000420,Daphne,Martin,Garcia,1990-9-12,12285445,F
70000421,Jamir,Martin,Martinez,1990-4-16,64339956,F
70000422,Floy,Lee,Lee,1972-4-17,72767271,M
70000423,Raul,Thomas,Jones,1986-1-1,53555448,F
70000424,Ruthann,Taylor,Thomas,1984-7-23,58525912,F
70000425,Adriane,Moore,Martinez,1972-4-17,38973585,M
70000426,Tameka,Martin,Rodriguez,1970-12-17,58778976,M
70000427,Deward,Garcia,Martinez,1993-5-12,37732857,F
70000428,Hazel,Lee,Thompson,1975-4-19,55893679,F
70000429,Jame,Taylor,Martin,1990-7-16,27677759,M
70000430,Judie,Moore,Brown,1991-7-9,19867824,M
70000431,Kiel,Moore,Jackson,1982-10-15,57914656,F
70000432,Julisa,Lee,Jackson,1993-11-9,36912481,F
70000433,Brooke,Jones,Jackson,1975-12-3,27615741,M
70000434,Kattie,Anderson,Miller,1971-8-1,57325461,M
70000435,Donna,White,Thomas,1976-12-4,78916471,M
70000436,Sharen,Rodriguez,Smith,1975-2-3,56876392,F
70000437,Diann,Thomas,Jones,1981-10-10,64634951,M
70000438,Cyril,Rodriguez,Anderson,1992-4-26,67122641,M
70000439,Hjalmar,Wilson,Miller,1995-4-11,98338793,F
70000440,Kristin,Taylor,Rodriguez,1986-5-17,56357319,M
70000441,Elmer,Johnson,Lee,1998-4-1,49269838,M
70000442,Arlie,Rodriguez,Jackson,1986-1-25,29334753,F
70000443,Victoria,Williams,Thomas,1970-7-5,41937817,F
70000444,Prudence,Johnson,Jackson,1994-4-9,11913285,F
70000445,Michaele,Taylor,Thompson,1989-4-0,48231889,M
70000446,Kamari,White,Lee,1984-3-24,91798716,F
70000447,Nichelle,Garcia,Anderson,1971-2-0,69569448,F
70000448,Reubin,Smith,Thomas,1987-3-25,18555423,F
