DNI_ponente,Cod_capacitacion
77799131,11
81222001,48
67780592,47
38329128,10
09316827,10
28883689,5
87855505,48
38932407,34
79154578,17
16261204,22
70498731,40
97399533,15
54010388,8
40546847,40
66041247,34
52612339,26
08842207,23
13954540,28
86090571,21
56363049,36
68330784,6
49157092,46
18793662,3
40483961,11
97529459,14
41400657,49
40546847,1
27922830,15
13469470,8
38800375,25
62040062,27
60473716,42
71345499,28
25854699,23
60654060,12
93389432,32
70392860,5
99730594,23
47135256,9
26443130,32
71105526,21
94040530,33
02787901,48
52013657,37
92567202,4
47006046,4
31669676,18
01285165,36
24905676,21
79278930,0
39307430,25
64144139,4
14413243,13
45255878,42
39386270,15
37257554,1
62109574,10
72714836,13
89496437,34
76869091,20
66513821,17
01822831,26
19331258,23
93043220,38
02986480,26
27645536,31
83395843,22
47135256,36
99345216,15
36721638,11
08967547,9
08853867,19
10079974,48
43883625,31
84336757,38
20551948,25
76972267,26
01852484,45
55333068,15
68810747,48
90106712,23
91103758,48
79278930,17
67644871,33
09112898,15
46201332,14
43883625,8
38932407,46
81222001,21
42612052,41
88509702,31
93449092,16
41928032,19
79154578,11
64968491,48
54742991,28
89601436,41
86878214,19
73802069,13
49229541,42
92912303,47
54789761,5
78452693,44
70498731,14
73205695,34
91534411,24
87426738,25
11230059,25
76077793,8
22152875,30
79996494,47
86090571,30
99255754,39
88125348,48
07297692,6
14353268,33
69815234,1
51637703,12
04788203,46
77469398,13
47440797,35
08967547,48
92614645,34
11012051,8
63390623,13
78467543,2
43883625,2
20089939,3
66416942,38
67780592,46
52691383,46
25854699,49
60654060,21
33060601,46
42612052,40
86124302,48
74913564,49
10079974,40
01285165,23
28040536,28
20811849,39
71046836,1
88133561,17
15656239,35
17387978,7
35001221,1
95803512,12
59718501,4
28445417,13
92287040,1
41256582,10
61739583,31
96466723,2
21048368,47
68837909,21
28337380,16
79452238,10
70392860,4
40039005,25
46520992,36
48278632,22
12206334,40
51271907,39
25612677,22
65224450,48
92912303,8
29611817,27
54711110,22
12309995,12
81661951,8
89601436,48
99730594,46
03485958,48
50474099,41
52716384,44
37509813,10
76972267,16
27990652,5
52716384,48
88349774,10
33060601,3
67644871,6
77469398,9
87549509,12
66041247,1
84450965,6
60473716,49
11028558,12
53649914,6
14134517,22
47006046,35
41256582,21
68837909,36
89253372,6
46789166,34
66764832,39
82479704,42
32517756,23
26443130,21
43630261,31
49229541,28
64528017,35
63116458,29
67204265,49
43883625,45
73386629,38
89601436,38
31772604,46
46531212,12
64625904,21
34930117,14
39267509,39
78230109,13
48977134,14
51271907,40
08853867,17
47342311,27
78846248,14
55695125,47
07297692,12
46531212,49
76869091,11
11557913,29
63390623,40
55695125,10
94040530,40
06929460,26
36824086,32
65723531,45
21562137,29
74913564,42
48783165,6
62608972,2
31150835,30
53389795,35
90879460,43
35001221,46
16261204,27
57133357,14
91501206,19
42612052,30
98598723,48
20811849,40
77753064,3
67644871,29
48885142,22
99345216,32
62109574,44
26443130,3
63390623,35
77469398,20
57133357,28
41400657,37
46531212,44
34930117,24
38932407,26
68837909,24
36280202,15
62608972,9
08566253,3
