Num_Ticket, Fecha, Hora, Subtotal, Total, ClienteDNI
262,2015-6-9,16:54:33,398.000000,469.640000,70001954
264,2013-1-5,2:5:52,178.000000,210.040000,70000301
266,2015-10-12,4:22:2,224.000000,264.320000,70000929
268,2011-7-14,12:38:47,199.000000,234.820000,70001508
270,2016-5-13,20:33:46,179.000000,211.220000,70000916
272,2016-11-5,12:26:54,198.000000,233.640000,70001380
274,2012-1-21,21:10:56,150.000000,177.000000,70001719
276,2017-5-9,3:10:5,392.000000,462.560000,70000606
278,2015-6-19,2:10:40,358.000000,422.440000,70000446
280,2012-9-18,4:10:55,209.000000,246.620000,70001410
282,2017-4-9,6:55:0,208.000000,245.440000,70000172
284,2012-2-26,10:9:13,118.000000,139.240000,70001688
286,2013-4-22,3:0:1,253.000000,298.540000,70001087
288,2015-8-3,22:43:46,261.000000,307.980000,70000841
290,2012-2-17,8:52:22,294.000000,346.920000,70000914
292,2014-5-0,22:33:37,330.000000,389.400000,70001579
294,2011-7-2,5:13:55,268.000000,316.240000,70001459
296,2017-11-10,13:54:24,282.000000,332.760000,70001396
298,2014-11-12,24:27:23,137.000000,161.660000,70000298
300,2013-11-4,15:26:50,359.000000,423.620000,70000214
302,2016-1-2,4:18:34,129.000000,152.220000,70001023
304,2011-8-21,15:29:38,282.000000,332.760000,70000837
306,2015-8-18,22:17:53,288.000000,339.840000,70000690
308,2012-1-7,5:58:47,317.000000,374.060000,70001932
310,2011-12-2,12:11:7,194.000000,228.920000,70001675
312,2014-3-28,14:1:53,371.000000,437.780000,70000415
314,2014-8-21,12:26:38,303.000000,357.540000,70001102
316,2012-1-18,9:12:11,330.000000,389.400000,70001750
318,2015-5-0,6:27:10,357.000000,421.260000,70001066
320,2017-9-10,24:2:0,145.000000,171.100000,70001783
322,2011-5-1,24:35:17,155.000000,182.900000,70001744
324,2012-3-28,6:38:29,313.000000,369.340000,70000457
326,2013-2-18,20:10:36,206.000000,243.080000,70000020
328,2012-5-13,4:0:8,340.000000,401.200000,70001710
330,2011-7-17,7:10:57,355.000000,418.900000,70000895
332,2017-6-4,2:11:31,273.000000,322.140000,70000181
334,2011-7-5,22:36:23,159.000000,187.620000,70001455
336,2017-6-11,22:1:15,235.000000,277.300000,70001116
338,2011-5-7,14:22:48,378.000000,446.040000,70000799
340,2012-8-15,24:17:1,245.000000,289.100000,70000730
342,2015-1-27,17:47:10,185.000000,218.300000,70001813
344,2015-6-8,7:10:1,168.000000,198.240000,70000603
346,2015-8-7,8:15:58,206.000000,243.080000,70001831
348,2017-1-1,22:12:53,267.000000,315.060000,70001375
350,2016-2-21,3:41:49,391.000000,461.380000,70000515
352,2016-11-14,3:27:43,376.000000,443.680000,70000587
354,2012-1-12,18:24:34,184.000000,217.120000,70001754
356,2015-1-7,16:41:9,274.000000,323.320000,70001648
358,2012-5-7,2:9:14,343.000000,404.740000,70001329
360,2015-8-2,9:17:19,335.000000,395.300000,70001322
362,2013-11-25,21:34:7,373.000000,440.140000,70001946
364,2017-2-21,4:18:30,139.000000,164.020000,70000866
366,2016-7-13,20:39:52,278.000000,328.040000,70001434
368,2013-9-4,17:28:31,263.000000,310.340000,70000784
370,2014-1-21,2:58:14,113.000000,133.340000,70000414
372,2015-11-2,16:3:15,265.000000,312.700000,70001617
374,2017-8-27,19:29:12,284.000000,335.120000,70001203
376,2015-6-20,9:25:41,172.000000,202.960000,70000015
378,2016-1-6,14:5:15,181.000000,213.580000,70001387
380,2013-4-5,6:29:12,188.000000,221.840000,70000500
382,2011-2-17,3:36:54,346.000000,408.280000,70000657
384,2015-9-26,22:37:58,139.000000,164.020000,70000870
386,2016-10-2,4:14:32,379.000000,447.220000,70000564
388,2011-5-16,4:31:6,359.000000,423.620000,70000603
390,2016-2-3,21:50:25,239.000000,282.020000,70000744
392,2013-3-18,1:46:23,361.000000,425.980000,70001657
394,2012-11-15,9:55:2,366.000000,431.880000,70001482
396,2014-12-14,10:19:12,359.000000,423.620000,70001388
398,2013-2-23,6:42:43,288.000000,339.840000,70000610
400,2016-6-2,18:44:42,397.000000,468.460000,70000972
402,2016-6-1,24:51:38,372.000000,438.960000,70000336
404,2013-12-11,20:2:32,265.000000,312.700000,70000462
406,2013-5-0,7:17:5,208.000000,245.440000,70001611
408,2013-12-7,1:44:23,225.000000,265.500000,70001656
410,2015-6-1,15:11:51,361.000000,425.980000,70000885
412,2014-6-6,8:57:25,338.000000,398.840000,70000220
414,2014-3-22,24:30:21,186.000000,219.480000,70001862
416,2013-10-6,13:12:31,395.000000,466.100000,70001031
418,2016-1-21,12:10:25,228.000000,269.040000,70001546
420,2013-6-12,15:3:7,305.000000,359.900000,70000390
422,2012-10-15,11:27:51,293.000000,345.740000,70000893
424,2015-10-20,15:58:37,349.000000,411.820000,70000502
426,2016-7-1,17:7:58,295.000000,348.100000,70000127
428,2015-9-3,9:13:22,241.000000,284.380000,70000402
430,2014-11-12,14:47:0,332.000000,391.760000,70001468
432,2015-12-16,13:36:4,321.000000,378.780000,70000796
434,2015-8-13,19:25:36,195.000000,230.100000,70001481
436,2015-12-27,7:23:33,327.000000,385.860000,70001690
438,2015-3-18,4:49:37,257.000000,303.260000,70001516
440,2012-6-10,3:40:43,207.000000,244.260000,70001490
442,2015-8-1,20:2:35,232.000000,273.760000,70000865
444,2016-6-4,22:20:44,169.000000,199.420000,70001425
446,2017-4-15,15:10:12,209.000000,246.620000,70001558
448,2016-6-17,5:2:19,154.000000,181.720000,70000978
450,2015-7-7,23:1:44,359.000000,423.620000,70001655
452,2012-10-0,3:50:7,151.000000,178.180000,70001715
454,2012-5-23,6:35:54,286.000000,337.480000,70000406
456,2012-12-5,23:45:28,148.000000,174.640000,70000560
458,2012-3-28,21:44:14,218.000000,257.240000,70001447
460,2017-11-23,10:19:25,372.000000,438.960000,70001609
462,2016-1-28,9:44:20,287.000000,338.660000,70001093
464,2016-6-5,18:57:57,185.000000,218.300000,70000412
466,2014-8-22,5:21:21,136.000000,160.480000,70001691
468,2013-1-0,1:34:35,161.000000,189.980000,70001719
470,2017-11-3,18:38:54,347.000000,409.460000,70001713
472,2012-6-1,8:14:33,370.000000,436.600000,70000733
474,2012-5-11,14:47:45,399.000000,470.820000,70000015
476,2015-10-0,18:13:6,313.000000,369.340000,70000604
478,2013-7-8,1:32:24,359.000000,423.620000,70001458
480,2011-10-11,21:14:24,337.000000,397.660000,70000768
482,2012-4-8,21:48:32,177.000000,208.860000,70001968
484,2016-10-5,20:35:28,194.000000,228.920000,70000184
486,2011-2-9,23:59:28,272.000000,320.960000,70000499
488,2012-3-25,6:59:33,337.000000,397.660000,70000868
490,2011-2-13,11:45:25,397.000000,468.460000,70001891
492,2012-7-23,24:8:52,360.000000,424.800000,70000676
494,2017-8-5,23:44:31,159.000000,187.620000,70001810
496,2011-1-22,8:38:6,379.000000,447.220000,70001896
498,2014-6-26,7:10:34,399.000000,470.820000,70001510
500,2011-6-13,5:11:12,345.000000,407.100000,70000855
502,2012-4-10,9:26:54,178.000000,210.040000,70001386
504,2011-7-23,2:54:45,383.000000,451.940000,70000437
506,2015-2-6,7:6:53,127.000000,149.860000,70001750
508,2017-2-14,8:46:56,168.000000,198.240000,70001741
510,2015-12-13,16:31:9,395.000000,466.100000,70000198
512,2016-12-28,12:45:0,137.000000,161.660000,70001316
514,2014-1-21,24:5:55,148.000000,174.640000,70000690
516,2011-7-12,18:59:12,228.000000,269.040000,70001013
518,2011-2-6,3:36:34,143.000000,168.740000,70000702
520,2013-6-1,21:40:57,397.000000,468.460000,70001798
522,2011-8-24,8:24:48,263.000000,310.340000,70000798
524,2011-12-13,23:33:33,325.000000,383.500000,70001267
526,2013-4-2,2:4:17,151.000000,178.180000,70001210
528,2014-8-21,23:36:32,189.000000,223.020000,70001154
530,2017-11-14,6:42:25,113.000000,133.340000,70000434
532,2013-5-17,12:3:27,152.000000,179.360000,70000024
534,2012-10-24,15:13:8,177.000000,208.860000,70001526
536,2011-5-17,5:15:42,235.000000,277.300000,70000478
538,2011-7-26,16:52:0,246.000000,290.280000,70001400
540,2015-9-9,9:36:24,144.000000,169.920000,70000338
542,2016-12-0,19:57:8,229.000000,270.220000,70001616
544,2012-9-26,8:28:11,266.000000,313.880000,70001112
546,2014-4-10,14:49:36,368.000000,434.240000,70000861
548,2012-9-5,19:20:52,177.000000,208.860000,70000980
550,2017-3-25,18:53:21,121.000000,142.780000,70001652
552,2017-12-2,6:48:44,148.000000,174.640000,70001058
554,2014-5-22,4:32:0,128.000000,151.040000,70000385
556,2016-9-0,12:29:47,200.000000,236.000000,70001406
558,2017-6-26,7:23:30,263.000000,310.340000,70001556
560,2013-4-27,20:31:59,264.000000,311.520000,70001554
562,2014-1-28,23:45:35,248.000000,292.640000,70001199
564,2011-2-11,14:21:22,170.000000,200.600000,70001167
566,2013-2-22,8:6:24,274.000000,323.320000,70000771
568,2013-2-24,12:16:31,310.000000,365.800000,70000183
570,2016-7-13,3:47:58,366.000000,431.880000,70000528
572,2016-5-20,23:53:33,395.000000,466.100000,70001838
574,2014-1-8,16:25:49,293.000000,345.740000,70001611
576,2017-11-17,23:15:37,228.000000,269.040000,70001463
578,2011-10-11,2:43:11,102.000000,120.360000,70000646
580,2015-9-14,15:36:46,351.000000,414.180000,70001274
582,2013-5-21,5:52:37,238.000000,280.840000,70000342
584,2016-9-15,17:54:25,282.000000,332.760000,70001668
586,2013-3-27,23:27:34,137.000000,161.660000,70000766
588,2014-12-20,12:19:25,283.000000,333.940000,70000583
590,2014-6-18,3:46:18,147.000000,173.460000,70001604
592,2012-11-17,18:54:40,277.000000,326.860000,70000769
594,2017-2-4,7:15:43,109.000000,128.620000,70001562
596,2015-5-24,11:32:45,102.000000,120.360000,70001504
598,2015-2-14,5:59:39,389.000000,459.020000,70000881
600,2012-7-11,23:29:7,259.000000,305.620000,70001529
602,2012-8-23,21:33:48,363.000000,428.340000,70001786
604,2011-3-10,16:35:23,340.000000,401.200000,70001121
606,2012-6-24,16:58:50,182.000000,214.760000,70001708
608,2016-9-5,13:6:26,306.000000,361.080000,70000332
610,2012-3-12,3:9:35,363.000000,428.340000,70000368
612,2011-11-8,4:52:23,198.000000,233.640000,70001200
614,2014-11-6,21:55:26,289.000000,341.020000,70000057
616,2017-12-28,7:19:35,282.000000,332.760000,70000976
618,2014-11-3,14:36:45,360.000000,424.800000,70001886
620,2013-8-7,8:29:20,143.000000,168.740000,70000343
622,2013-11-3,4:1:41,340.000000,401.200000,70001879
624,2015-12-16,5:47:42,238.000000,280.840000,70000415
626,2017-11-8,21:45:16,102.000000,120.360000,70000031
628,2011-2-11,19:33:59,120.000000,141.600000,70000792
630,2012-2-28,10:0:16,150.000000,177.000000,70001178
632,2015-1-26,8:24:49,192.000000,226.560000,70001646
634,2013-12-4,19:37:9,118.000000,139.240000,70001434
636,2011-3-23,3:15:28,299.000000,352.820000,70001750
638,2011-10-18,16:50:43,331.000000,390.580000,70001105
640,2017-1-23,16:36:35,185.000000,218.300000,70001019
642,2013-3-28,8:13:55,105.000000,123.900000,70001199
644,2013-6-28,4:43:57,357.000000,421.260000,70000238
646,2013-6-17,21:54:31,114.000000,134.520000,70000596
648,2015-12-19,24:3:19,335.000000,395.300000,70000861
650,2015-3-18,6:21:24,120.000000,141.600000,70001784
652,2014-5-15,9:33:9,339.000000,400.020000,70001702
654,2016-12-6,22:44:58,129.000000,152.220000,70001677
656,2014-7-24,10:21:16,135.000000,159.300000,70001097
658,2016-9-1,11:26:57,361.000000,425.980000,70001255
660,2015-4-21,3:43:14,363.000000,428.340000,70000984
662,2014-3-10,20:13:16,355.000000,418.900000,70000958
664,2017-5-4,1:2:29,145.000000,171.100000,70001387
666,2014-2-7,12:25:41,378.000000,446.040000,70000043
668,2012-2-12,14:29:23,129.000000,152.220000,70000792
670,2011-8-26,20:14:13,181.000000,213.580000,70000145
672,2014-7-17,14:38:17,318.000000,375.240000,70000085
674,2012-6-11,17:46:57,258.000000,304.440000,70000167
676,2015-8-7,24:56:46,229.000000,270.220000,70000054
678,2016-5-12,12:16:22,187.000000,220.660000,70001304
680,2016-11-3,18:44:49,287.000000,338.660000,70001999
682,2015-11-26,14:31:55,264.000000,311.520000,70000052
684,2014-10-2,11:16:28,106.000000,125.080000,70000601
686,2017-11-24,23:30:22,316.000000,372.880000,70000293
688,2016-2-8,8:23:16,166.000000,195.880000,70000781
690,2015-1-21,19:14:22,289.000000,341.020000,70001250
692,2011-12-13,21:48:2,302.000000,356.360000,70000033
694,2013-8-14,2:45:1,363.000000,428.340000,70001717
696,2011-12-9,19:25:2,230.000000,271.400000,70000123
698,2013-2-24,18:30:40,334.000000,394.120000,70001413
700,2011-5-18,18:7:22,244.000000,287.920000,70001579
702,2017-3-3,1:13:52,273.000000,322.140000,70000371
704,2013-2-12,20:52:5,159.000000,187.620000,70001197
706,2014-2-0,11:31:50,310.000000,365.800000,70001735
708,2014-9-0,12:48:29,271.000000,319.780000,70000576
710,2015-6-2,16:35:43,196.000000,231.280000,70001746
712,2017-4-20,7:16:30,187.000000,220.660000,70001389
714,2015-2-23,22:31:18,340.000000,401.200000,70001739
716,2015-8-8,3:31:47,108.000000,127.440000,70001551
718,2011-6-11,5:34:7,270.000000,318.600000,70001318
720,2014-8-26,5:10:41,223.000000,263.140000,70000190
722,2014-11-28,3:39:18,368.000000,434.240000,70000562
724,2011-12-15,3:34:48,255.000000,300.900000,70001224
726,2011-5-1,5:10:17,244.000000,287.920000,70001352
728,2015-9-1,10:43:38,359.000000,423.620000,70001911
730,2016-2-8,11:15:55,293.000000,345.740000,70000366
732,2014-5-13,15:31:49,378.000000,446.040000,70001641
734,2014-6-0,6:13:3,181.000000,213.580000,70000033
736,2011-2-15,5:13:52,130.000000,153.400000,70000733
738,2016-3-15,9:31:33,368.000000,434.240000,70000949
740,2013-11-27,17:2:34,355.000000,418.900000,70001797
742,2011-11-21,24:3:31,254.000000,299.720000,70001747
744,2011-9-23,14:26:32,236.000000,278.480000,70001009
746,2016-10-12,21:27:28,161.000000,189.980000,70000218
748,2011-9-5,17:43:38,104.000000,122.720000,70000452
750,2013-1-27,2:22:11,382.000000,450.760000,70001900
752,2016-5-28,9:28:27,391.000000,461.380000,70000106
754,2011-2-12,23:14:34,102.000000,120.360000,70000311
756,2017-11-26,2:59:33,103.000000,121.540000,70000289
758,2012-6-25,19:33:19,302.000000,356.360000,70001286
760,2013-12-21,14:27:6,133.000000,156.940000,70000438
762,2012-2-18,1:6:42,176.000000,207.680000,70001990
764,2012-4-2,7:53:54,179.000000,211.220000,70001297
766,2013-8-16,2:53:26,138.000000,162.840000,70001375
768,2013-9-7,18:55:22,180.000000,212.400000,70001079
770,2017-11-12,11:11:3,205.000000,241.900000,70000473
772,2012-3-18,5:21:21,296.000000,349.280000,70001024
774,2014-11-23,19:42:59,358.000000,422.440000,70000297
776,2013-12-12,9:19:1,116.000000,136.880000,70000701
778,2017-6-13,11:3:22,177.000000,208.860000,70000556
780,2016-1-5,21:42:15,317.000000,374.060000,70000916
782,2011-2-25,5:3:3,102.000000,120.360000,70001145
784,2015-3-0,21:26:4,218.000000,257.240000,70000888
786,2014-10-25,23:50:44,338.000000,398.840000,70000388
788,2015-9-15,19:12:52,160.000000,188.800000,70001076
790,2014-7-7,7:59:43,386.000000,455.480000,70000669
792,2016-11-9,6:49:32,377.000000,444.860000,70000463
794,2011-2-17,6:58:44,189.000000,223.020000,70000678
796,2016-4-18,8:4:27,239.000000,282.020000,70001349
798,2016-6-13,17:51:55,138.000000,162.840000,70001753
800,2017-11-1,10:49:46,298.000000,351.640000,70000867
802,2016-7-21,11:43:37,293.000000,345.740000,70001640
804,2011-4-25,15:19:15,262.000000,309.160000,70000163
806,2016-2-22,6:22:23,179.000000,211.220000,70000666
808,2012-10-27,7:24:4,382.000000,450.760000,70001973
810,2013-8-5,13:37:35,292.000000,344.560000,70000574
812,2017-12-28,13:6:46,281.000000,331.580000,70001128
814,2017-3-19,6:31:32,396.000000,467.280000,70000778
816,2013-11-1,21:19:6,283.000000,333.940000,70001257
818,2014-7-2,15:49:48,295.000000,348.100000,70001563
820,2014-4-23,10:30:31,289.000000,341.020000,70001292
822,2014-2-17,15:31:46,178.000000,210.040000,70000941
824,2012-8-0,14:33:47,273.000000,322.140000,70001353
826,2015-11-11,11:4:20,109.000000,128.620000,70001688
828,2017-1-18,21:31:56,127.000000,149.860000,70000383
830,2016-10-28,9:50:22,288.000000,339.840000,70000812
832,2017-11-28,22:10:15,342.000000,403.560000,70000562
834,2013-11-9,21:48:28,389.000000,459.020000,70001079
836,2013-11-19,7:14:23,359.000000,423.620000,70001683
838,2011-7-26,17:55:31,333.000000,392.940000,70000175
840,2017-5-12,9:50:6,173.000000,204.140000,70001638
842,2013-10-9,4:23:44,164.000000,193.520000,70001032
844,2014-12-10,24:49:49,232.000000,273.760000,70000460
846,2011-7-0,11:16:41,173.000000,204.140000,70000706
848,2011-7-25,17:58:57,336.000000,396.480000,70001151
850,2015-5-22,2:49:41,237.000000,279.660000,70001593
852,2014-5-22,8:7:16,105.000000,123.900000,70001628
854,2012-8-2,18:17:51,253.000000,298.540000,70000339
856,2011-4-1,1:2:45,375.000000,442.500000,70001418
858,2011-5-11,9:24:41,235.000000,277.300000,70001117
860,2011-2-11,11:9:18,374.000000,441.320000,70001369
862,2016-11-3,18:21:4,216.000000,254.880000,70001364
864,2015-11-7,12:6:3,261.000000,307.980000,70000752
866,2015-4-14,20:48:0,254.000000,299.720000,70000269
868,2011-8-4,14:45:26,256.000000,302.080000,70001758
870,2014-5-17,23:30:3,167.000000,197.060000,70000144
872,2012-9-9,5:30:21,236.000000,278.480000,70000989
874,2012-8-13,14:35:36,189.000000,223.020000,70001617
876,2014-9-26,9:16:35,213.000000,251.340000,70001951
878,2011-10-4,9:41:47,390.000000,460.200000,70001309
880,2017-11-0,10:6:2,115.000000,135.700000,70001418
882,2015-7-9,6:1:5,134.000000,158.120000,70001181
884,2016-8-12,23:7:51,367.000000,433.060000,70001055
886,2013-7-24,19:31:0,328.000000,387.040000,70000912
888,2015-3-21,13:12:16,171.000000,201.780000,70000995
890,2013-3-12,7:44:48,385.000000,454.300000,70001303
892,2016-1-5,7:35:6,217.000000,256.060000,70001098
894,2013-9-17,14:38:50,142.000000,167.560000,70000181
896,2015-8-16,18:25:7,183.000000,215.940000,70001847
898,2017-6-2,18:47:48,308.000000,363.440000,70001796
900,2014-12-26,2:15:1,347.000000,409.460000,70001970
902,2013-1-21,10:20:17,159.000000,187.620000,70001752
904,2015-3-6,17:1:53,392.000000,462.560000,70000726
906,2011-10-28,7:54:55,144.000000,169.920000,70001450
908,2017-12-4,19:2:57,338.000000,398.840000,70001073
910,2013-1-9,19:0:52,349.000000,411.820000,70000413
912,2015-8-13,11:49:3,388.000000,457.840000,70001713
914,2017-3-15,21:27:16,103.000000,121.540000,70000859
916,2011-7-8,5:5:47,205.000000,241.900000,70001629
918,2014-3-0,14:38:9,162.000000,191.160000,70001748
920,2014-12-20,17:18:51,326.000000,384.680000,70001891
922,2014-3-21,4:8:49,337.000000,397.660000,70001918
924,2016-4-16,5:33:40,248.000000,292.640000,70000540
926,2014-1-10,9:26:30,319.000000,376.420000,70000093
928,2011-10-16,2:8:35,178.000000,210.040000,70001931
930,2017-10-5,17:3:17,158.000000,186.440000,70000076
932,2015-12-15,1:43:30,170.000000,200.600000,70001355
934,2017-5-1,4:44:39,221.000000,260.780000,70000039
936,2012-1-12,7:49:15,203.000000,239.540000,70000400
938,2015-12-5,23:0:0,290.000000,342.200000,70000291
940,2017-7-19,9:10:58,188.000000,221.840000,70000012
942,2015-9-11,10:4:9,200.000000,236.000000,70000922
944,2016-5-21,15:28:58,346.000000,408.280000,70001252
946,2014-9-7,11:47:0,392.000000,462.560000,70001738
948,2011-2-21,12:55:42,140.000000,165.200000,70000763
950,2012-8-20,23:43:58,340.000000,401.200000,70001337
952,2015-12-16,3:16:27,125.000000,147.500000,70001400
954,2013-5-5,17:40:38,138.000000,162.840000,70001590
956,2014-8-24,14:56:14,336.000000,396.480000,70000541
958,2014-5-10,9:35:49,259.000000,305.620000,70001576
