Num_Ticket, Fecha, Hora, Subtotal, Total, ClienteDNI,RUC
155,2011-8-8,7:8:3,233.000000,274.940000,70001709,93537971841
157,2014-2-12,7:52:48,244.000000,287.920000,70000056,44784243453
159,2014-6-27,1:32:6,334.000000,394.120000,70000747,89643655181
161,2017-11-11,18:44:13,321.000000,378.780000,70000553,54968244451
163,2014-2-19,21:31:48,372.000000,438.960000,70001073,94991916469
165,2011-12-19,13:43:8,298.000000,351.640000,70000067,31663693337
167,2011-1-5,15:14:24,349.000000,411.820000,70000594,54787429558
169,2015-1-13,11:2:7,382.000000,450.760000,70001460,64364861274
171,2014-8-28,11:31:8,105.000000,123.900000,70000170,94927794754
173,2012-11-17,16:2:36,353.000000,416.540000,70000778,27334579234
175,2016-3-19,1:19:50,111.000000,130.980000,70000326,89644936649
177,2011-3-22,1:47:25,108.000000,127.440000,70000381,18222444494
179,2011-8-28,14:3:30,215.000000,253.700000,70001306,46679533648
181,2014-7-9,20:52:37,340.000000,401.200000,70000406,22641959144
183,2016-6-1,6:4:47,246.000000,290.280000,70000183,45876643389
185,2011-4-3,24:41:12,218.000000,257.240000,70001522,55136368957
187,2017-10-0,14:16:9,256.000000,302.080000,70000101,36152942657
189,2015-10-27,21:7:45,318.000000,375.240000,70000218,48924412231
191,2012-4-26,14:27:27,323.000000,381.140000,70000652,87842565344
193,2016-3-17,19:11:20,220.000000,259.600000,70001829,67659489438
195,2013-8-10,23:30:11,382.000000,450.760000,70000399,21644868691
197,2015-3-8,14:20:0,191.000000,225.380000,70000486,98238999394
199,2011-1-10,22:18:38,226.000000,266.680000,70001331,52581481847
201,2017-5-2,16:8:29,263.000000,310.340000,70001256,74871334689
203,2017-8-22,14:1:46,351.000000,414.180000,70001944,94175523851
205,2017-4-27,19:46:51,290.000000,342.200000,70000489,26674567573
207,2012-5-2,12:55:9,168.000000,198.240000,70001813,75957981691
209,2012-10-9,19:54:6,105.000000,123.900000,70000542,33177352274
211,2012-9-16,16:2:2,124.000000,146.320000,70001486,32761523743
213,2017-12-10,1:54:1,341.000000,402.380000,70001634,73869215396
215,2016-10-15,12:2:1,267.000000,315.060000,70001094,42585572886
217,2012-1-16,17:38:37,284.000000,335.120000,70000082,46143677296
219,2017-6-14,19:52:59,224.000000,264.320000,70000731,81669224296
221,2011-10-18,11:52:47,371.000000,437.780000,70001385,28948338133
223,2016-8-10,9:43:0,382.000000,450.760000,70001567,75485959775
225,2012-12-1,8:5:8,200.000000,236.000000,70001342,28991315133
227,2013-6-0,23:34:47,149.000000,175.820000,70001235,47982461817
229,2015-2-18,12:43:1,195.000000,230.100000,70000136,27229242846
231,2011-9-26,6:13:26,373.000000,440.140000,70000123,61928669358
233,2014-6-7,19:21:11,116.000000,136.880000,70000354,61422855626
235,2016-4-10,15:23:57,260.000000,306.800000,70000647,33367139682
237,2015-1-25,12:10:41,314.000000,370.520000,70001425,98731118875
239,2017-6-13,1:2:38,277.000000,326.860000,70001449,33268386796
241,2015-5-23,18:19:34,294.000000,346.920000,70001413,84761211673
243,2011-11-23,15:20:45,387.000000,456.660000,70000887,56995596812
245,2014-4-27,20:0:55,347.000000,409.460000,70001347,32499661731
247,2017-12-20,17:44:32,101.000000,119.180000,70000863,88167954696
249,2011-5-4,20:37:15,177.000000,208.860000,70000528,28499245448
251,2015-11-23,14:20:16,245.000000,289.100000,70001587,54913365831
253,2017-3-0,3:35:53,212.000000,250.160000,70001057,83226922497
255,2011-5-5,21:34:33,336.000000,396.480000,70000388,25297913919
257,2016-2-17,18:8:19,131.000000,154.580000,70001141,75385987896
259,2015-3-1,22:22:50,298.000000,351.640000,70000052,23123898586
261,2016-1-17,21:6:45,363.000000,428.340000,70000374,93182445867
263,2015-10-12,7:49:17,159.000000,187.620000,70001799,19855423263
265,2012-9-27,14:42:10,288.000000,339.840000,70000667,26513216138
267,2011-11-25,8:32:22,142.000000,167.560000,70000097,53346396174
269,2014-8-14,8:8:35,297.000000,350.460000,70000694,83373957518
271,2016-8-17,10:22:24,103.000000,121.540000,70000662,32618713399
273,2017-9-4,24:41:8,248.000000,292.640000,70001237,85616255924
275,2012-2-20,9:17:15,136.000000,160.480000,70000727,15132168625
277,2013-1-8,1:11:6,292.000000,344.560000,70000732,25614124439
279,2017-7-8,16:10:47,223.000000,263.140000,70001557,24253619481
281,2013-4-18,11:44:29,142.000000,167.560000,70000665,49589261882
283,2014-8-20,5:16:50,237.000000,279.660000,70001277,53998728613
285,2016-8-21,11:35:51,355.000000,418.900000,70001280,57843793572
287,2017-3-21,3:11:50,352.000000,415.360000,70000851,94443652966
289,2017-10-15,1:26:41,273.000000,322.140000,70001760,62988154445
291,2016-2-24,14:7:1,125.000000,147.500000,70000995,51156447476
293,2011-4-15,22:35:21,341.000000,402.380000,70000933,12653191353
295,2011-10-26,9:22:16,194.000000,228.920000,70000161,51568892563
297,2012-8-4,5:11:39,120.000000,141.600000,70001017,14437488817
299,2016-12-11,23:40:44,200.000000,236.000000,70001219,83238435437
301,2017-10-0,18:28:15,169.000000,199.420000,70000665,82342978821
303,2015-12-19,2:7:3,321.000000,378.780000,70000066,51272665267
305,2014-2-26,9:37:52,345.000000,407.100000,70001764,24873665275
307,2011-8-11,15:50:7,394.000000,464.920000,70001778,39924685844
309,2017-6-13,16:19:50,236.000000,278.480000,70000115,24839314967
311,2016-4-13,5:5:11,241.000000,284.380000,70000616,34817198334
313,2017-1-18,6:2:13,212.000000,250.160000,70000605,54557967764
315,2011-7-15,6:14:7,227.000000,267.860000,70000915,66796291544
317,2017-5-17,16:42:56,100.000000,118.000000,70000871,54591621346
319,2017-9-22,2:57:44,395.000000,466.100000,70001027,21643935551
321,2011-9-3,13:12:12,217.000000,256.060000,70001214,83517261241
323,2016-11-21,16:49:0,361.000000,425.980000,70001113,84426456697
325,2016-2-17,11:53:57,383.000000,451.940000,70000494,19221126818
327,2015-1-6,2:15:36,171.000000,201.780000,70001592,57317152531
329,2013-4-28,17:45:37,201.000000,237.180000,70000895,28878466871
331,2017-8-1,16:6:4,308.000000,363.440000,70000325,56418261884
333,2013-7-24,12:53:5,211.000000,248.980000,70000921,13681485769
335,2012-11-0,3:23:24,130.000000,153.400000,70000328,26174222447
337,2016-7-15,15:40:50,252.000000,297.360000,70001363,92565322741
339,2016-2-14,22:16:59,142.000000,167.560000,70000227,18323924529
341,2017-6-8,9:42:12,372.000000,438.960000,70000214,93846617616
343,2012-1-18,15:47:56,147.000000,173.460000,70000240,44863715653
345,2012-11-27,11:44:59,165.000000,194.700000,70001854,59781162438
347,2017-9-22,8:57:57,273.000000,322.140000,70001782,95339591287
349,2015-8-28,8:7:18,326.000000,384.680000,70000029,53963728461
351,2011-10-0,11:20:31,169.000000,199.420000,70001257,82977486461
353,2012-7-7,24:56:38,227.000000,267.860000,70000071,82125188992
355,2015-10-18,20:27:3,319.000000,376.420000,70000817,83326229522
357,2012-4-1,18:4:14,276.000000,325.680000,70001717,57256441145
359,2014-10-22,22:37:22,295.000000,348.100000,70001965,34755789492
361,2016-5-14,2:2:51,181.000000,213.580000,70000037,92285634665
363,2013-10-28,3:16:42,223.000000,263.140000,70000290,65194218553
365,2015-10-22,4:14:40,359.000000,423.620000,70000168,88224685894
367,2013-4-25,16:18:14,142.000000,167.560000,70000467,95949251283
369,2013-12-23,3:54:15,332.000000,391.760000,70000899,18187235223
371,2015-3-9,18:8:24,298.000000,351.640000,70000937,26814179914
373,2011-10-13,16:48:53,289.000000,341.020000,70000570,57548572672
375,2015-12-5,5:9:14,375.000000,442.500000,70001975,86374447571
377,2013-5-5,8:24:5,146.000000,172.280000,70001190,43197249147
379,2014-4-9,1:18:55,200.000000,236.000000,70000320,14632427555
381,2014-1-17,21:42:9,209.000000,246.620000,70001293,77572286514
383,2016-5-23,2:3:32,380.000000,448.400000,70000260,66312686283
385,2012-7-8,18:23:26,349.000000,411.820000,70000018,52912361532
387,2011-12-25,23:55:47,374.000000,441.320000,70001425,56773144747
389,2015-7-13,3:34:53,284.000000,335.120000,70000898,53396263792
391,2011-4-4,19:41:32,122.000000,143.960000,70001835,65939644678
393,2017-3-25,2:29:8,143.000000,168.740000,70000738,15272372947
395,2016-6-2,11:20:56,311.000000,366.980000,70000509,33869526455
397,2011-10-18,14:58:6,206.000000,243.080000,70001719,76579978135
399,2015-11-24,5:7:7,384.000000,453.120000,70000777,41575188233
401,2016-2-9,2:59:5,344.000000,405.920000,70001218,99871165674
403,2014-10-6,10:56:46,391.000000,461.380000,70001385,71281353183
405,2012-10-1,14:58:37,125.000000,147.500000,70000773,42596871469
407,2013-10-5,23:13:17,334.000000,394.120000,70001599,14482639532
409,2014-2-18,11:41:31,391.000000,461.380000,70001619,39763419726
411,2012-5-22,18:25:15,141.000000,166.380000,70001735,13835837121
413,2011-7-21,3:55:14,173.000000,204.140000,70000556,65316877253
415,2014-1-15,8:30:12,111.000000,130.980000,70000650,84666791722
417,2017-1-1,9:14:38,359.000000,423.620000,70000233,21645856796
419,2016-3-4,17:38:20,309.000000,364.620000,70000315,77356569924
421,2013-7-21,12:26:8,163.000000,192.340000,70000430,32271759721
423,2015-2-26,5:1:29,113.000000,133.340000,70000606,95274594818
425,2012-10-14,17:56:55,244.000000,287.920000,70000501,47118131826
427,2013-4-9,7:16:56,288.000000,339.840000,70000355,15865492238
429,2013-1-15,7:42:2,392.000000,462.560000,70001714,39988352556
431,2012-12-21,1:54:13,267.000000,315.060000,70001320,87897431152
433,2015-7-10,2:26:24,165.000000,194.700000,70000751,95139538673
435,2011-4-24,7:1:1,338.000000,398.840000,70000194,49542623839
437,2013-12-8,20:0:1,180.000000,212.400000,70001055,52596619488
439,2014-6-0,15:52:7,124.000000,146.320000,70000262,85347227818
441,2016-10-14,9:47:22,172.000000,202.960000,70001154,87325915199
443,2015-12-15,12:50:43,256.000000,302.080000,70001340,88179644736
445,2013-4-15,17:1:37,354.000000,417.720000,70000184,42941687246
447,2012-4-23,15:47:51,280.000000,330.400000,70000254,21883435429
449,2013-11-26,7:15:53,368.000000,434.240000,70001839,19994488664
451,2011-12-23,4:46:7,273.000000,322.140000,70001058,74113758982
453,2015-9-16,24:18:36,382.000000,450.760000,70001640,47291628943
455,2015-12-10,4:57:49,343.000000,404.740000,70001235,42511541221
457,2011-5-8,7:27:38,147.000000,173.460000,70000877,72266373991
459,2017-6-10,12:50:4,399.000000,470.820000,70000554,24535527771
461,2013-1-27,17:9:9,385.000000,454.300000,70001091,36325189358
463,2015-10-25,18:4:20,115.000000,135.700000,70000218,81735574144
465,2012-4-24,4:36:8,104.000000,122.720000,70000264,54178696359
467,2017-8-3,9:17:28,373.000000,440.140000,70000750,36438732176
469,2017-5-21,3:17:23,262.000000,309.160000,70000793,26328212661
471,2014-1-7,16:3:23,155.000000,182.900000,70000660,64461146939
473,2013-4-4,24:54:44,380.000000,448.400000,70000239,98664481559
475,2017-3-17,7:45:27,234.000000,276.120000,70000764,23983911758
477,2017-1-12,13:35:34,234.000000,276.120000,70001565,47569497671
479,2012-4-10,10:11:8,159.000000,187.620000,70001572,85767534754
481,2014-1-4,11:35:32,272.000000,320.960000,70000872,62896646395
483,2013-3-22,4:11:44,276.000000,325.680000,70000117,57232589183
485,2013-7-21,16:42:37,290.000000,342.200000,70000888,97136391493
487,2016-1-27,24:25:10,219.000000,258.420000,70000374,34449446739
489,2016-1-28,18:22:34,236.000000,278.480000,70001980,76926993558
491,2011-2-28,23:26:19,334.000000,394.120000,70000238,15785462126
493,2014-10-13,12:29:30,226.000000,266.680000,70001012,89924591599
495,2011-9-18,24:36:47,129.000000,152.220000,70001592,62461841257
497,2017-11-9,18:4:30,267.000000,315.060000,70000593,32371228299
499,2012-2-11,12:59:15,205.000000,241.900000,70000416,13695116494
501,2013-5-12,19:33:59,348.000000,410.640000,70001996,31239278448
503,2011-12-4,12:8:39,272.000000,320.960000,70000762,37154483746
505,2014-8-10,20:17:10,113.000000,133.340000,70001803,86117814526
507,2011-9-0,5:28:11,390.000000,460.200000,70001855,89242529176
509,2016-6-14,12:30:29,100.000000,118.000000,70001350,51282796451
511,2015-11-28,18:27:21,119.000000,140.420000,70000691,38813472478
513,2017-5-16,6:23:6,297.000000,350.460000,70000804,16938759237
515,2014-8-12,7:35:57,120.000000,141.600000,70000791,23959792647
517,2017-4-1,11:33:7,237.000000,279.660000,70000953,21334925685
519,2014-2-5,5:54:3,283.000000,333.940000,70000589,95358786361
521,2014-6-0,5:22:23,237.000000,279.660000,70000734,34762974388
523,2012-12-5,6:47:39,238.000000,280.840000,70000468,45679639522
525,2017-4-27,23:38:24,297.000000,350.460000,70001649,83492268495
527,2017-9-4,9:32:47,104.000000,122.720000,70000500,66227369778
529,2011-3-20,18:18:10,132.000000,155.760000,70000254,66296613564
531,2013-5-4,8:50:24,311.000000,366.980000,70000434,25769363621
533,2012-2-14,22:3:24,223.000000,263.140000,70001390,14757813782
535,2015-9-11,8:21:14,267.000000,315.060000,70000162,18559395799
537,2011-10-19,9:48:37,227.000000,267.860000,70000932,61118943771
539,2011-9-5,21:43:58,392.000000,462.560000,70001083,55924697615
541,2013-9-6,21:57:56,118.000000,139.240000,70000963,13668757619
543,2013-12-12,22:35:18,236.000000,278.480000,70000090,94132386247
545,2016-4-8,13:25:57,170.000000,200.600000,70000617,86427331543
547,2015-8-26,23:23:24,339.000000,400.020000,70000443,99313188669
549,2016-12-5,21:47:53,316.000000,372.880000,70000973,66729885769
551,2012-6-6,12:29:38,307.000000,362.260000,70001549,42597467883
553,2015-3-28,5:12:57,205.000000,241.900000,70001290,84647519143
555,2011-10-15,8:40:46,253.000000,298.540000,70000320,61727831571
557,2017-11-7,14:11:45,157.000000,185.260000,70001072,58762191635
559,2014-9-4,19:26:48,349.000000,411.820000,70001544,74428597937
561,2016-10-9,1:16:14,337.000000,397.660000,70001358,65297789666
563,2012-6-3,13:46:27,348.000000,410.640000,70001595,41133792827
565,2012-3-3,2:49:55,159.000000,187.620000,70000650,98932561649
567,2014-4-15,5:10:30,118.000000,139.240000,70000019,92651362324
569,2012-1-22,21:11:48,257.000000,303.260000,70001226,88929964216
571,2014-6-8,8:49:54,107.000000,126.260000,70000878,32454777778
573,2017-6-27,23:53:26,133.000000,156.940000,70000738,39429845185
575,2013-1-7,2:6:49,248.000000,292.640000,70001355,89634298592
577,2011-6-6,18:4:48,273.000000,322.140000,70000756,97973443194
579,2012-8-12,11:42:47,242.000000,285.560000,70000195,68687567638
581,2011-7-7,23:38:50,191.000000,225.380000,70000830,75552849782
583,2016-6-23,6:47:8,233.000000,274.940000,70000991,49899456889
585,2015-4-8,23:44:32,191.000000,225.380000,70000595,43291374723
587,2011-9-12,15:19:44,139.000000,164.020000,70001673,27973744349
589,2017-9-26,9:18:35,144.000000,169.920000,70000565,75126386634
591,2016-1-15,15:59:35,367.000000,433.060000,70000722,71785471265
593,2015-9-16,17:50:15,325.000000,383.500000,70001467,54384447668
595,2015-10-5,15:7:41,104.000000,122.720000,70000093,59355547479
597,2016-1-27,22:51:51,364.000000,429.520000,70001504,71515312714
599,2017-6-28,1:40:3,231.000000,272.580000,70000211,24751752685
601,2011-2-1,18:51:48,327.000000,385.860000,70000029,97858252527
603,2017-11-1,8:53:9,381.000000,449.580000,70000918,46792114932
605,2013-8-9,6:15:22,327.000000,385.860000,70001976,35885626285
607,2017-4-16,22:44:35,209.000000,246.620000,70001437,94964113636
609,2011-12-15,8:29:12,341.000000,402.380000,70001142,96312526273
611,2014-1-3,9:5:32,109.000000,128.620000,70000021,74134493148
613,2015-12-28,21:4:46,241.000000,284.380000,70001098,77482619368
615,2012-3-2,3:23:28,362.000000,427.160000,70001483,13316844423
617,2012-6-21,5:8:33,282.000000,332.760000,70001589,65389845299
619,2011-2-21,13:25:51,389.000000,459.020000,70001291,98318577518
621,2015-8-22,7:19:9,156.000000,184.080000,70000859,74461182941
623,2013-9-13,2:22:38,385.000000,454.300000,70000915,96624493574
625,2014-6-1,5:6:23,118.000000,139.240000,70001221,84655777512
627,2012-5-1,16:42:32,250.000000,295.000000,70000972,57314557294
629,2014-9-20,6:1:3,266.000000,313.880000,70001474,69887994837
631,2017-12-7,1:6:7,255.000000,300.900000,70000914,63372415485
633,2017-1-28,16:26:14,107.000000,126.260000,70000408,36218669681
635,2013-4-21,15:59:19,331.000000,390.580000,70000774,13928456259
637,2016-6-6,16:1:58,332.000000,391.760000,70000265,86723546181
639,2016-5-21,15:52:45,288.000000,339.840000,70001614,92394277376
641,2015-8-3,7:44:1,214.000000,252.520000,70001959,47143822621
643,2014-2-0,15:48:25,246.000000,290.280000,70000892,92118613859
645,2016-6-4,1:28:38,315.000000,371.700000,70001484,63732531358
647,2016-4-12,15:3:8,386.000000,455.480000,70000154,64529416444
649,2015-6-13,5:10:33,159.000000,187.620000,70001049,91795563131
651,2012-5-0,24:23:4,284.000000,335.120000,70000329,55188346181
653,2017-4-3,23:57:38,327.000000,385.860000,70000637,71253398572
655,2015-9-25,2:45:37,248.000000,292.640000,70001840,93772538991
657,2017-9-17,18:58:1,318.000000,375.240000,70001385,56191919337
659,2014-5-10,12:4:0,365.000000,430.700000,70000657,12518344749
661,2017-6-5,11:47:24,269.000000,317.420000,70000560,69862314669
663,2011-11-26,13:36:58,204.000000,240.720000,70001000,62515258335
665,2012-10-2,4:56:59,105.000000,123.900000,70000386,63436157179
667,2012-4-27,19:26:16,324.000000,382.320000,70000113,26928466961
669,2014-6-0,3:56:21,294.000000,346.920000,70001231,19286154336
671,2016-12-19,16:1:46,132.000000,155.760000,70000355,51426213719
673,2012-5-19,6:38:48,273.000000,322.140000,70001156,61181453945
675,2016-7-20,12:46:36,288.000000,339.840000,70000626,67917922625
677,2014-12-18,22:5:54,277.000000,326.860000,70000137,79143574286
679,2014-8-15,13:37:10,187.000000,220.660000,70000097,22982557111
681,2013-7-6,16:22:45,143.000000,168.740000,70001296,94691158981
683,2013-5-10,8:31:41,224.000000,264.320000,70001792,73383138553
685,2016-1-19,22:38:30,370.000000,436.600000,70001241,19917773968
687,2017-11-25,16:0:25,299.000000,352.820000,70000332,42676761571
689,2017-4-22,8:12:46,363.000000,428.340000,70001410,56621292556
691,2015-3-23,23:15:3,319.000000,376.420000,70001843,28765854938
693,2015-6-2,5:45:42,157.000000,185.260000,70001469,22666996613
695,2012-2-20,7:4:21,276.000000,325.680000,70000058,12993856896
697,2013-12-15,14:2:14,107.000000,126.260000,70000785,38997235667
699,2012-5-22,23:20:56,369.000000,435.420000,70001068,51839329814
701,2011-7-22,6:5:56,153.000000,180.540000,70000795,25558961787
703,2013-5-16,8:59:27,211.000000,248.980000,70001083,63442523253
705,2013-8-24,10:42:0,288.000000,339.840000,70001610,63328926899
707,2014-6-23,19:15:45,159.000000,187.620000,70001894,36928231277
709,2017-7-17,6:51:13,388.000000,457.840000,70001728,82961664951
711,2015-4-13,17:39:49,128.000000,151.040000,70000761,33549127976
713,2017-10-24,16:0:53,127.000000,149.860000,70000748,44418239393
715,2011-8-20,12:12:33,113.000000,133.340000,70001606,49616227522
717,2017-3-13,11:44:0,258.000000,304.440000,70000503,52851962516
719,2016-3-14,2:4:31,393.000000,463.740000,70001077,77797894237
721,2016-3-13,8:38:54,321.000000,378.780000,70001724,57275764359
723,2015-11-22,5:58:8,363.000000,428.340000,70001688,93485883518
725,2014-6-28,7:27:27,255.000000,300.900000,70000763,91993877278
727,2014-2-18,13:26:18,263.000000,310.340000,70000230,41261723724
729,2017-11-23,15:43:11,167.000000,197.060000,70000487,34332876442
731,2014-5-3,5:4:35,153.000000,180.540000,70001060,27676982186
733,2014-2-15,5:43:27,308.000000,363.440000,70000713,95828972214
735,2017-4-6,6:35:51,162.000000,191.160000,70000602,88864465876
737,2014-6-18,2:27:32,272.000000,320.960000,70001944,69459723152
739,2016-5-17,13:33:58,120.000000,141.600000,70000632,27294643919
741,2014-12-5,13:21:24,318.000000,375.240000,70001683,48923822562
743,2013-6-18,16:4:50,249.000000,293.820000,70001574,14692515512
745,2016-10-20,11:56:47,336.000000,396.480000,70001594,44969131255
747,2011-9-7,24:25:27,261.000000,307.980000,70001879,89837952927
749,2014-12-11,1:25:52,351.000000,414.180000,70000225,84387716721
751,2013-1-2,2:26:32,393.000000,463.740000,70000164,94195584342
753,2016-12-12,12:38:35,330.000000,389.400000,70000829,36875633553
755,2011-8-4,21:10:33,279.000000,329.220000,70000528,47441374119
757,2011-9-25,6:49:53,356.000000,420.080000,70000398,58571712753
759,2014-1-12,19:25:36,307.000000,362.260000,70000618,83683536592
761,2015-5-19,1:23:9,190.000000,224.200000,70000456,28983935467
763,2014-1-20,14:14:11,340.000000,401.200000,70000152,82711813356
765,2016-7-13,22:9:58,155.000000,182.900000,70000065,46479266469
767,2016-3-7,17:35:38,391.000000,461.380000,70001805,53756376863
769,2016-8-24,14:20:4,263.000000,310.340000,70001094,15751478644
771,2017-8-2,4:19:2,356.000000,420.080000,70000804,56832827247
773,2014-2-19,9:0:1,168.000000,198.240000,70000905,27288546938
775,2014-10-4,1:1:29,218.000000,257.240000,70000254,13237659287
777,2013-7-6,20:7:1,283.000000,333.940000,70000638,78469246369
779,2012-2-9,9:19:38,375.000000,442.500000,70000858,45153744686
781,2015-9-23,11:56:25,181.000000,213.580000,70001026,36739468226
783,2015-12-21,17:9:56,327.000000,385.860000,70001423,76624971822
785,2014-2-10,19:36:43,214.000000,252.520000,70000339,47356866686
787,2014-5-27,6:40:39,254.000000,299.720000,70001564,39612514484
789,2013-3-8,1:26:40,130.000000,153.400000,70001805,26273752886
791,2013-8-9,9:57:28,357.000000,421.260000,70000579,94139553166
793,2013-10-22,18:25:55,364.000000,429.520000,70001655,75852263847
795,2012-4-1,13:30:39,324.000000,382.320000,70000149,38514822462
797,2013-1-26,24:5:37,136.000000,160.480000,70001055,76937437766
799,2012-2-22,1:34:46,276.000000,325.680000,70001464,76919149615
801,2015-4-17,19:46:31,330.000000,389.400000,70000951,83746142611
803,2014-10-8,20:5:8,317.000000,374.060000,70001177,41291465489
805,2017-4-23,21:52:36,361.000000,425.980000,70000230,21868946789
807,2015-4-13,14:26:41,205.000000,241.900000,70001449,64679387896
809,2013-6-25,14:29:14,337.000000,397.660000,70000467,93741742672
811,2016-2-8,10:22:7,175.000000,206.500000,70000518,96276819449
813,2012-8-5,12:2:22,295.000000,348.100000,70001746,74338263629
815,2016-4-12,24:46:0,322.000000,379.960000,70001871,43376172632
817,2011-4-14,4:50:17,299.000000,352.820000,70001582,54586433238
