DNI_Empleado,DNI_Administrador,Nombre,Apellido_Materno,Apellido_Paterno,Fecha_Nac,Direccion,DepartamentoNombre,AgenciaNombre
84429540,46785922,Jadiel,Martin,Garcia,1970-5-14,-12.51/-77.63,Asistentes,Talara
84962013,46785922,Fernand,Anderson,Brown,1977-5-4,-12.79/-77.54,Conductores,Sullana
06747922,88272137,Arnett,Thompson,White,1995-6-9,-12.84/-77.58,Conductores,Chimbote
84484558,64911372,Arch,Jones,Jackson,1982-10-16,-12.09/-77.16,Ventas,Sullana
00358736,89781323,Giovanny,Jones,Jones,1983-4-17,-12.53/-77.96,Ventas,Chimbote
64391210,88272137,Garrett,Thomas,Rodriguez,1987-5-1,-12.62/-77.87,Asistentes,Sullana
39648024,89781323,Demond,Jackson,Williams,1977-5-21,-12.56/-77.99,Conductores,Los Organos
41521088,46785922,Darry,Taylor,Moore,1991-4-13,-12.97/-77.90,Asistentes,Talara
90037899,88272137,Asher,Garcia,Thompson,1971-7-10,-12.94/-77.43,Ventas,Máncora
70480302,89781323,Isidro,Thompson,Thomas,1974-8-21,-12.78/-77.75,Conductores,Piura Terminal
35618203,46785922,Trena,Martinez,White,1975-5-22,-12.44/-77.66,Asistentes,Lima
34532529,89781323,Ovid,Smith,Garcia,1978-12-8,-12.69/-77.04,Conductores,Oficina Juan Pablo
18850408,46785922,Irvine,Lee,Lee,1985-2-28,-12.70/-77.42,Ventas,Lima
41523407,46785922,Amaris,Moore,Lee,1990-2-21,-12.45/-77.73,Conductores,Terrapuerto Trujillo
