DNI_Empleado,DNI_Administrador,Nombre,Apellido_Materno,Apellido_Paterno,Fecha_Nac,Direccion,DepartamentoNombre,AgenciaNombre
09315149,23982715,Payten,Wilson,Wilson,1983-9-8,-12.44/-77.83,Conductores,Máncora
65913057,07954692,Antwain,Taylor,Garcia,1992-8-19,-12.83/-77.80,Limpieza,Sullana
00984347,70305042,Verena,Smith,Garcia,1970-4-13,-12.83/-77.95,Limpieza,Paita
12241642,70305042,Paityn,Anderson,Jackson,1988-2-16,-12.16/-77.04,Asistentes,Plaza Norte
04870475,70305042,Bonnie,Rodriguez,Thomas,1988-7-2,-12.24/-77.88,Limpieza,Paita Terminal
36415221,23982715,Lizeth,Anderson,Wilson,1984-2-24,-12.73/-77.04,Asistentes,Chiclayo
62772110,07954692,Terese,Thompson,Rodriguez,1995-10-7,-12.06/-77.84,Conductores,Oficina Bolivar
13416782,07954692,Junia,Brown,Martin,1996-1-12,-12.05/-77.67,Conductores,Oficina Bolivar
51504328,07954692,Eveline,Thomas,Miller,1975-10-26,-12.96/-77.71,Asistentes,Paita Terminal
05689316,26221449,Yoel,Garcia,White,1996-6-5,-12.98/-77.05,Limpieza,Talara
87790501,23982715,Cornelia,Johnson,Taylor,1997-12-0,-12.85/-77.84,Asistentes,Chimbote
22484492,07954692,Hyrum,Lee,Anderson,1995-9-23,-12.94/-77.40,Conductores,Terrapuerto Trujillo
76167943,07954692,Bernetta,Smith,Smith,1982-4-9,-12.90/-77.11,Asistentes,Piura Terminal
39113723,07954692,Charleen,Thomas,Wilson,1992-6-10,-12.09/-77.34,Limpieza,Oficina Bolivar
66692803,70305042,Isadore,Rodriguez,Johnson,1974-2-22,-12.06/-77.03,Asistentes,Chimbote
76111018,23982715,Kahlil,Thompson,Williams,1971-4-6,-12.72/-77.50,Asistentes,Paita Terminal
14681484,26221449,Vernetta,White,Anderson,1992-9-25,-12.63/-77.46,Limpieza,Tumbes
38568968,07954692,Catina,Martinez,Moore,1987-2-11,-12.45/-77.61,Asistentes,Paita Terminal
24070338,07954692,Mariah,Lee,Moore,1973-8-14,-12.71/-77.78,Asistentes,Lima
68028761,07954692,Acie,Thompson,Martinez,1988-6-27,-12.55/-77.02,Limpieza,Plaza Norte
95583871,23982715,Theophile,Garcia,Rodriguez,1974-3-13,-12.26/-77.53,Conductores,Máncora
25785437,23982715,Stefan,Miller,Moore,1995-11-22,-12.95/-77.27,Conductores,Chimbote
69725670,70305042,Brianda,Brown,Lee,1985-3-16,-12.33/-77.72,Limpieza,Oficina Bolivar
64323812,23982715,Harvey,Garcia,Thompson,1988-6-11,-12.01/-77.82,Ventas,Paita Terminal
12911253,07954692,Valentin,Smith,Williams,1989-9-16,-12.91/-77.54,Asistentes,Paita Terminal
18575877,07954692,Tory,Wilson,Johnson,1981-4-23,-12.42/-77.94,Conductores,Sullana
93761155,70305042,Pernell,Lee,Anderson,1999-8-22,-12.46/-77.68,Ventas,Sullana
67999255,07954692,Mathew,Thompson,Thomas,1993-3-13,-12.19/-77.68,Asistentes,Plaza Norte
52774613,07954692,Merrill,Miller,Johnson,1970-5-22,-12.70/-77.75,Conductores,Oficina Bolivar
40375403,26221449,Everette,Johnson,Johnson,1988-8-13,-12.97/-77.97,Asistentes,Paita
86159326,23982715,Savilla,Miller,White,1977-7-16,-12.56/-77.98,Conductores,Chimbote
02273962,23982715,Margaret,Moore,Jones,1979-2-20,-12.86/-77.02,Asistentes,Oficina Juan Pablo
02306155,07954692,Myah,Rodriguez,Jackson,1982-4-19,-12.69/-77.82,Conductores,Chimbote
16303106,07954692,Fredie,Rodriguez,Moore,1992-11-1,-12.74/-77.90,Limpieza,Terrapuerto Trujillo
80513675,07954692,Dick,Smith,Lee,1987-6-12,-12.27/-77.74,Conductores,Piura Terminal
52040610,26221449,Xander,Thomas,Anderson,1986-10-26,-12.27/-77.68,Asistentes,Terrapuerto Trujillo
97262286,70305042,Hyrum,Lee,Jones,1997-10-21,-12.33/-77.64,Asistentes,Sullana
39029957,70305042,Leandra,Garcia,Taylor,1996-10-26,-12.32/-77.11,Ventas,Paita
29358802,23982715,Galilea,Garcia,White,1979-4-17,-12.42/-77.97,Asistentes,Sullana
38157408,23982715,Lisle,Martin,Thomas,1971-10-3,-12.46/-77.61,Limpieza,Piura Terminal
35903151,07954692,Olive,Moore,White,1983-6-10,-12.70/-77.33,Asistentes,Lima
94335176,26221449,Lee,Thomas,Thomas,1985-9-10,-12.85/-77.27,Ventas,Tumbes
37556720,23982715,Abdul,Moore,Garcia,1980-7-5,-12.35/-77.41,Ventas,Paita Terminal
16663240,26221449,Capitola,Anderson,Smith,1990-11-8,-12.87/-77.94,Conductores,Talara
05785416,26221449,Melany,Taylor,Wilson,1981-10-17,-12.27/-77.10,Ventas,Sullana
66983698,07954692,Rubye,Martinez,Jones,1979-11-3,-12.18/-77.96,Limpieza,Talara
40738579,07954692,Debra,Johnson,Davis,1995-7-17,-12.35/-77.47,Limpieza,Chimbote
66520568,26221449,Toriano,Jackson,Martin,1991-7-12,-12.86/-77.39,Asistentes,Tumbes
69460029,23982715,Lavonne,Brown,Jones,1992-3-2,-12.47/-77.50,Limpieza,Oficina Bolivar
57859450,26221449,Ermina,Thomas,Jackson,1998-11-22,-12.76/-77.82,Asistentes,Oficina Juan Pablo
24567407,23982715,Murdock,Brown,Thomas,1986-4-20,-12.21/-77.72,Asistentes,Talara
43905670,70305042,Nicolle,Rodriguez,Anderson,1978-5-9,-12.96/-77.73,Ventas,Plaza Norte
25151403,70305042,Mildred,Thomas,Martin,1987-1-1,-12.50/-77.92,Asistentes,Lima
50979564,26221449,Chadd,Thomas,Davis,1977-5-20,-12.34/-77.46,Ventas,Chimbote
13911195,70305042,Uriel,White,Brown,1988-10-13,-12.85/-77.40,Limpieza,Máncora
92314852,70305042,Jocelynn,Brown,Johnson,1986-11-27,-12.97/-77.63,Limpieza,Máncora
50444146,26221449,Christen,Davis,Johnson,1976-5-12,-12.68/-77.54,Conductores,Piura Terminal
02796600,26221449,Percy,Jones,Davis,1980-10-8,-12.16/-77.03,Ventas,Plaza Norte
81707574,23982715,Amit,Miller,Jones,1973-8-18,-12.64/-77.42,Asistentes,Plaza Norte
16980505,70305042,Kaitlin,Wilson,Rodriguez,1995-2-13,-12.06/-77.51,Asistentes,Oficina Juan Pablo
43149522,07954692,Kathyrn,Williams,Johnson,1981-7-11,-12.09/-77.16,Asistentes,Terrapuerto Trujillo
36962793,26221449,Kaylin,Thomas,Moore,1977-2-11,-12.03/-77.77,Conductores,Lima
94297313,23982715,Hayward,Wilson,Miller,1978-7-23,-12.87/-77.64,Conductores,Máncora
15848157,23982715,Ryker,Martinez,Rodriguez,1979-12-13,-12.20/-77.12,Asistentes,Oficina Bolivar
15904681,26221449,Ednah,Williams,Williams,1986-1-11,-12.80/-77.73,Limpieza,Los Organos
74242276,70305042,Nayely,Thomas,Jones,1988-1-12,-12.78/-77.73,Asistentes,Los Organos
12412695,23982715,Gay,Jones,Davis,1993-2-23,-12.39/-77.64,Asistentes,Los Organos
37964858,07954692,Hedwig,Thompson,Davis,1970-2-19,-12.12/-77.10,Ventas,Oficina Bolivar
88190136,23982715,Abby,Thomas,Thompson,1973-11-19,-12.91/-77.86,Limpieza,Sullana
57641873,70305042,Rupert,Miller,Smith,1970-8-21,-12.79/-77.44,Limpieza,Plaza Norte
10968275,07954692,Hampton,Davis,Wilson,1995-10-9,-12.81/-77.08,Conductores,Oficina Juan Pablo
73047111,70305042,Lavona,White,Thompson,1979-1-17,-12.47/-77.68,Limpieza,Oficina Juan Pablo
64732031,07954692,Ashlie,Thompson,Johnson,1989-7-21,-12.95/-77.84,Limpieza,Oficina Bolivar
40429399,07954692,Lem,Wilson,Smith,1978-9-12,-12.94/-77.78,Conductores,Terrapuerto Trujillo
65298784,07954692,Euphemia,Moore,Martinez,1982-7-7,-12.35/-77.40,Conductores,Terrapuerto Trujillo
62312722,07954692,Jaimie,Garcia,Williams,1993-4-11,-12.72/-77.04,Conductores,Oficina Bolivar
44489912,23982715,Ala,Brown,Garcia,1992-7-12,-12.05/-77.76,Ventas,Paita
16623017,70305042,Benedict,Martin,Lee,1976-4-6,-12.06/-77.75,Asistentes,Sullana
31410139,07954692,Roni,Miller,Williams,1971-4-27,-12.83/-77.40,Asistentes,Lima
18124749,07954692,Ferdinand,Lee,Anderson,1982-11-21,-12.23/-77.89,Ventas,Paita Terminal
55107797,23982715,Walt,Davis,Taylor,1996-8-13,-12.10/-77.54,Asistentes,Paita
65385827,26221449,Alejandra,Rodriguez,Miller,1971-2-8,-12.12/-77.39,Limpieza,Chiclayo
14189214,70305042,Ayden,Anderson,Jones,1995-8-3,-12.65/-77.99,Asistentes,Piura Terminal
72915344,70305042,Terrell,Garcia,Lee,1990-2-21,-12.80/-77.25,Conductores,Máncora
72183854,70305042,Manilla,Wilson,Williams,1987-8-14,-12.80/-77.49,Limpieza,Tumbes
84099204,07954692,Esteban,Martin,Smith,1994-3-28,-12.12/-77.91,Limpieza,Piura Terminal
02936138,23982715,Lamonte,Miller,Davis,1996-10-4,-12.25/-77.52,Limpieza,Piura Terminal
20303726,26221449,Toriano,Wilson,Lee,1979-5-22,-12.14/-77.92,Limpieza,Chimbote
69529363,07954692,Stephaine,Thompson,Taylor,1972-2-25,-12.13/-77.77,Asistentes,Tumbes
98539163,26221449,Landon,Thompson,Taylor,1988-11-9,-12.92/-77.93,Conductores,Oficina Bolivar
85655182,70305042,Osborne,Jackson,Wilson,1979-9-28,-12.72/-77.98,Limpieza,Terrapuerto Trujillo
87877160,07954692,Rowland,Lee,Jones,1982-12-0,-12.27/-77.84,Conductores,Paita Terminal
66343843,07954692,Seymour,White,Brown,1985-10-20,-12.02/-77.14,Limpieza,Lima
20093030,26221449,Tilden,Moore,Rodriguez,1996-6-22,-12.20/-77.40,Limpieza,Los Organos
38462996,26221449,Terri,Anderson,Miller,1984-2-19,-12.94/-77.91,Conductores,Oficina Juan Pablo
17701031,70305042,Odell,Davis,Wilson,1979-2-25,-12.18/-77.76,Ventas,Tumbes
28288879,23982715,Clarnce,Smith,Johnson,1991-4-23,-12.11/-77.60,Asistentes,Paita
75660496,23982715,Bettina,Jackson,Garcia,1996-4-20,-12.76/-77.37,Conductores,Piura Terminal
51842952,70305042,Beau,Smith,Johnson,1995-8-11,-12.73/-77.24,Asistentes,Talara
21699286,26221449,Kody,Miller,Anderson,1982-7-18,-12.26/-77.43,Ventas,Terrapuerto Trujillo
48818183,70305042,Victor,Brown,Brown,1987-7-23,-12.39/-77.93,Ventas,Paita
85297030,23982715,Jaiden,Wilson,Anderson,1970-4-12,-12.11/-77.14,Limpieza,Paita Terminal
49000163,70305042,Vikki,Davis,Anderson,1999-12-9,-12.28/-77.20,Asistentes,Sullana
49772098,07954692,America,Thompson,Lee,1978-12-25,-12.99/-77.53,Limpieza,Plaza Norte
38488438,07954692,Winton,Thompson,Martin,1973-10-12,-12.92/-77.32,Limpieza,Piura Terminal
19401395,70305042,Terrill,Garcia,Martinez,1985-6-8,-12.34/-77.92,Ventas,Paita Terminal
67559873,26221449,Shirlene,Miller,Lee,1972-3-3,-12.82/-77.49,Asistentes,Piura Terminal
84732384,23982715,Noelle,Martinez,White,1980-10-8,-12.86/-77.32,Conductores,Oficina Bolivar
04889268,07954692,Fayette,Johnson,Smith,1977-5-10,-12.02/-77.12,Conductores,Tumbes
00494096,23982715,Collier,Taylor,Taylor,1977-3-25,-12.86/-77.46,Asistentes,Oficina Bolivar
60249461,70305042,Venus,Wilson,Thomas,1970-7-22,-12.99/-77.12,Asistentes,Lima
51943722,23982715,Cynthia,Smith,Miller,1970-8-2,-12.06/-77.27,Limpieza,Terrapuerto Trujillo
49581676,23982715,Blain,Jones,White,1985-9-17,-12.29/-77.15,Limpieza,Paita Terminal
35966575,26221449,Linzy,Moore,Taylor,1973-11-2,-12.41/-77.18,Ventas,Los Organos
68247382,70305042,Chrissie,Martin,Johnson,1980-12-19,-12.76/-77.57,Asistentes,Talara
87917375,23982715,Lucile,Martinez,Martin,1972-6-20,-12.68/-77.70,Conductores,Sullana
30933720,26221449,Ayesha,Miller,Thompson,1983-8-24,-12.44/-77.31,Asistentes,Paita Terminal
25114085,23982715,Rubye,Martinez,Rodriguez,1992-2-15,-12.47/-77.24,Limpieza,Los Organos
94362906,07954692,Archibald,Brown,Jones,1997-6-25,-12.31/-77.99,Ventas,Los Organos
06213268,23982715,Stonewall,Brown,Lee,1983-2-1,-12.12/-77.26,Limpieza,Paita
63872901,23982715,Raheem,Anderson,Johnson,1972-12-6,-12.54/-77.27,Asistentes,Talara
54741977,07954692,Sydnie,Thomas,Jackson,1991-5-6,-12.48/-77.10,Limpieza,Paita
68555123,70305042,Daja,Miller,White,1970-3-19,-12.36/-77.34,Ventas,Paita
00120262,70305042,Norine,Thomas,Thomas,1991-8-17,-12.98/-77.13,Limpieza,Tumbes
80828672,26221449,Manie,Lee,Martin,1972-12-2,-12.24/-77.30,Ventas,Chimbote
81643658,07954692,Autumn,Johnson,White,1986-8-15,-12.18/-77.82,Ventas,Oficina Juan Pablo
70898230,23982715,Pierre,Lee,Thomas,1998-12-27,-12.84/-77.10,Limpieza,Paita
25552696,70305042,Gwen,Jones,Taylor,1983-2-27,-12.64/-77.95,Ventas,Oficina Juan Pablo
14249841,07954692,Janet,Moore,Moore,1973-4-0,-12.39/-77.04,Ventas,Tumbes
52422807,07954692,Elam,Martinez,Williams,1989-4-24,-12.45/-77.95,Ventas,Oficina Bolivar
39029154,23982715,Latrice,White,White,1998-3-24,-12.30/-77.31,Asistentes,Paita
26275932,70305042,Alger,Brown,Jackson,1973-3-3,-12.47/-77.49,Conductores,Chiclayo
16019162,70305042,Carnell,Johnson,Anderson,1990-12-20,-12.67/-77.26,Asistentes,Plaza Norte
67225967,26221449,Monna,White,Martinez,1979-4-17,-12.22/-77.13,Limpieza,Tumbes
29138006,70305042,Cherri,Davis,Williams,1982-12-16,-12.55/-77.18,Limpieza,Terrapuerto Trujillo
83335570,23982715,Kala,Johnson,Johnson,1990-9-0,-12.06/-77.64,Asistentes,Chimbote
60147697,70305042,Athena,Anderson,Johnson,1998-7-10,-12.43/-77.03,Limpieza,Paita Terminal
10454071,07954692,Beau,Brown,Wilson,1985-4-3,-12.41/-77.00,Limpieza,Oficina Juan Pablo
54030376,23982715,Reyes,Rodriguez,Smith,1976-11-17,-12.23/-77.07,Limpieza,Plaza Norte
33287539,26221449,Adelle,Rodriguez,Moore,1992-4-0,-12.16/-77.56,Asistentes,Máncora
19796223,07954692,Ryann,Thomas,Smith,1997-10-1,-12.05/-77.00,Ventas,Máncora
72205811,26221449,Ivor,Brown,Martin,1987-9-13,-12.07/-77.95,Ventas,Piura Terminal
66491193,70305042,Berry,Wilson,Anderson,1983-5-12,-12.93/-77.64,Ventas,Paita
96849544,23982715,Jacquelyn,Wilson,Anderson,1974-7-16,-12.74/-77.51,Limpieza,Terrapuerto Trujillo
86822126,70305042,Heath,Garcia,Martinez,1997-6-21,-12.23/-77.74,Limpieza,Sullana
72832423,07954692,Ancel,Jones,Smith,1980-12-12,-12.52/-77.61,Conductores,Oficina Bolivar
32769085,07954692,Wright,Martinez,Lee,1987-9-17,-12.63/-77.72,Limpieza,Chimbote
21651902,70305042,Bailee,Martin,Williams,1978-11-1,-12.86/-77.52,Asistentes,Talara
65403787,23982715,Agustus,Johnson,Garcia,1989-7-2,-12.54/-77.71,Asistentes,Máncora
34716490,70305042,Georgine,Thompson,Thomas,1989-9-7,-12.70/-77.08,Ventas,Oficina Juan Pablo
20363824,07954692,Forrest,Anderson,Anderson,1970-10-26,-12.31/-77.39,Limpieza,Máncora
01140338,23982715,Colbert,Martinez,Taylor,1996-9-1,-12.74/-77.66,Conductores,Oficina Juan Pablo
27590839,07954692,Carlos,Martinez,Brown,1983-9-27,-12.29/-77.20,Conductores,Chiclayo
42288654,07954692,Abigail,Jackson,Martinez,1977-6-7,-12.78/-77.33,Ventas,Plaza Norte
21048168,23982715,Dora,White,Garcia,1990-8-22,-12.18/-77.56,Ventas,Oficina Juan Pablo
57034907,26221449,Allan,Moore,Jones,1977-9-28,-12.41/-77.89,Conductores,Tumbes
68598315,70305042,Stevan,Martinez,Jackson,1975-9-23,-12.08/-77.18,Conductores,Sullana
27984133,70305042,Salena,Thompson,Jackson,1989-7-18,-12.69/-77.08,Limpieza,Plaza Norte
92471201,26221449,Kylee,Johnson,Brown,1987-11-19,-12.36/-77.96,Asistentes,Plaza Norte
89062953,23982715,Eda,Davis,Johnson,1992-3-19,-12.32/-77.22,Asistentes,Sullana
38543191,26221449,Trudie,Thompson,Wilson,1970-1-11,-12.39/-77.42,Ventas,Chimbote
47057209,07954692,Bud,Thomas,White,1979-6-9,-12.85/-77.44,Limpieza,Sullana
41123057,26221449,Aretha,Anderson,Brown,1970-8-19,-12.07/-77.87,Limpieza,Sullana
37201085,23982715,Permelia,Lee,Rodriguez,1970-7-2,-12.55/-77.29,Limpieza,Los Organos
60793592,07954692,Nancy,Smith,Thomas,1980-6-14,-12.80/-77.89,Asistentes,Oficina Juan Pablo
94611360,70305042,Tyshawn,Moore,Miller,1982-8-23,-12.63/-77.29,Ventas,Plaza Norte
45635644,07954692,Jefferey,Williams,Smith,1975-9-14,-12.76/-77.34,Ventas,Máncora
66402782,07954692,Amira,Lee,Jackson,1985-9-25,-12.91/-77.53,Asistentes,Chimbote
78559224,07954692,Ricardo,Anderson,Garcia,1975-12-24,-12.35/-77.68,Conductores,Paita
58795018,23982715,Al,Lee,Smith,1984-2-21,-12.79/-77.30,Conductores,Oficina Juan Pablo
87498057,07954692,Rishi,Williams,Martinez,1983-3-15,-12.74/-77.79,Asistentes,Oficina Bolivar
68146236,70305042,Evette,White,Jones,1976-2-9,-12.48/-77.32,Asistentes,Piura Terminal
72500999,26221449,Arne,Thompson,White,1995-9-18,-12.49/-77.41,Limpieza,Oficina Bolivar
00862626,70305042,Shawn,Jones,Davis,1998-12-22,-12.70/-77.05,Asistentes,Máncora
95974147,07954692,Lilie,Martinez,Lee,1988-8-28,-12.46/-77.85,Conductores,Lima
31626911,26221449,Josiephine,Wilson,Thomas,1978-8-14,-12.38/-77.48,Limpieza,Chimbote
30549304,07954692,Giuseppe,Anderson,Williams,1986-3-13,-12.08/-77.09,Limpieza,Máncora
29908958,70305042,Gracie,Rodriguez,White,1996-7-25,-12.72/-77.37,Limpieza,Oficina Bolivar
65728747,26221449,Sibyl,Davis,Jackson,1982-1-27,-12.84/-77.96,Conductores,Paita
83766165,07954692,Etter,Lee,Rodriguez,1992-12-6,-12.56/-77.12,Asistentes,Paita
92499007,23982715,Renada,Martinez,Wilson,1989-11-28,-12.28/-77.49,Ventas,Oficina Bolivar
54029691,23982715,Eldridge,Williams,Anderson,1989-1-16,-12.80/-77.01,Asistentes,Talara
96255086,07954692,Tolbert,Rodriguez,Martin,1982-9-8,-12.14/-77.40,Ventas,Paita
88149121,23982715,Saniyah,Smith,Martin,1985-11-9,-12.51/-77.99,Limpieza,Tumbes
58574206,26221449,Edsel,Williams,White,1996-11-13,-12.22/-77.71,Asistentes,Piura Terminal
77075144,23982715,Caylee,Jackson,Wilson,1977-7-20,-12.26/-77.69,Conductores,Sullana
17537058,26221449,Madalynn,Davis,Jones,1996-8-25,-12.33/-77.79,Conductores,Paita
87165796,70305042,Dosha,Davis,Rodriguez,1987-8-1,-12.40/-77.83,Conductores,Tumbes
89867198,70305042,Tisha,Davis,Martinez,1991-9-10,-12.37/-77.62,Asistentes,Paita Terminal
67741904,07954692,Luana,Jones,Miller,1986-3-15,-12.54/-77.59,Ventas,Piura Terminal
35317069,23982715,Douglas,Wilson,Martinez,1995-12-28,-12.81/-77.26,Conductores,Los Organos
72157518,23982715,Unnamed,Garcia,Wilson,1986-10-25,-12.19/-77.86,Conductores,Chiclayo
82258466,23982715,Nichol,Anderson,Taylor,1977-8-18,-12.62/-77.33,Ventas,Talara
05319345,07954692,Jaxon,Jones,Taylor,1981-10-16,-12.96/-77.40,Ventas,Chimbote
90767030,23982715,Finnegan,Davis,Davis,1987-8-18,-12.41/-77.56,Limpieza,Oficina Juan Pablo
03010712,07954692,Dale,Lee,Anderson,1973-12-27,-12.81/-77.42,Conductores,Oficina Juan Pablo
29580627,26221449,Jaquez,White,Rodriguez,1974-12-13,-12.18/-77.96,Asistentes,Oficina Juan Pablo
09611894,07954692,Camron,Smith,Garcia,1987-6-11,-12.27/-77.10,Limpieza,Oficina Juan Pablo
79898624,26221449,Lahoma,Jackson,Davis,1987-4-15,-12.18/-77.04,Ventas,Lima
03624344,23982715,Cody,Thompson,Davis,1974-7-12,-12.53/-77.55,Conductores,Chimbote
69256380,26221449,Colon,Jones,Lee,1995-3-15,-12.57/-77.32,Ventas,Máncora
00379646,07954692,Haden,Jones,Moore,1989-10-24,-12.35/-77.31,Conductores,Oficina Bolivar
15112967,70305042,Tolbert,Davis,Rodriguez,1995-9-19,-12.74/-77.85,Conductores,Los Organos
57825556,26221449,Deloris,Moore,Wilson,1981-11-27,-12.03/-77.12,Ventas,Terrapuerto Trujillo
93492889,26221449,Leonia,Martin,Davis,1993-6-1,-12.66/-77.13,Conductores,Terrapuerto Trujillo
24507030,23982715,Talmage,Wilson,Lee,1993-1-28,-12.02/-77.11,Conductores,Chiclayo
50480063,23982715,Natalia,Smith,Rodriguez,1986-5-3,-12.39/-77.23,Asistentes,Chiclayo
44827230,70305042,Flem,Thomas,Moore,1982-6-19,-12.70/-77.68,Conductores,Lima
88924087,70305042,Nellie,Anderson,Taylor,1976-11-28,-12.71/-77.47,Asistentes,Plaza Norte
11509598,26221449,Hubert,Moore,Smith,1984-10-1,-12.59/-77.71,Limpieza,Plaza Norte
07402589,70305042,Dicy,Jackson,Johnson,1992-6-20,-12.14/-77.36,Conductores,Chimbote
43655538,70305042,Kasen,Rodriguez,Martin,1975-10-22,-12.75/-77.35,Ventas,Oficina Bolivar
10030466,26221449,Vince,Miller,Davis,1973-11-27,-12.70/-77.30,Asistentes,Oficina Juan Pablo
12072569,07954692,Janae,Jones,Jones,1982-4-14,-12.77/-77.33,Ventas,Chimbote
24539702,26221449,Terese,Rodriguez,Martinez,1974-9-5,-12.43/-77.06,Limpieza,Plaza Norte
70267930,70305042,Janna,Martinez,Martin,1997-7-15,-12.70/-77.37,Ventas,Máncora
18429886,70305042,Tawanna,Taylor,Thomas,1977-9-25,-12.43/-77.89,Asistentes,Oficina Juan Pablo
01380659,70305042,Zara,Miller,Johnson,1990-12-23,-12.74/-77.36,Ventas,Chiclayo
70538077,23982715,Roxanna,Garcia,Brown,1982-8-25,-12.70/-77.62,Asistentes,Lima
50426094,70305042,Talmage,White,Wilson,1994-4-7,-12.78/-77.57,Limpieza,Paita Terminal
99265540,23982715,Harmon,Anderson,Brown,1998-10-22,-12.00/-77.22,Limpieza,Paita Terminal
