Num_Ticket, Fecha, Hora, Subtotal, Total, ClienteDNI,RUC
297,2017-3-18,11:11:26,306.000000,361.080000,70013858,37636899726
299,2015-10-23,17:1:30,108.000000,127.440000,70028443,68274476591
301,2013-7-28,4:15:30,206.000000,243.080000,70037031,81753194933
303,2014-11-8,15:23:20,380.000000,448.400000,70020739,58795562472
305,2017-2-20,15:35:28,241.000000,284.380000,70029328,82874884586
307,2013-6-2,7:54:26,254.000000,299.720000,70029704,71918951691
309,2011-11-7,14:53:54,231.000000,272.580000,70019026,91346685527
311,2016-4-27,5:6:0,135.000000,159.300000,70003105,36693637218
313,2016-4-9,17:45:28,130.000000,153.400000,70025105,36475879954
315,2016-4-8,21:50:7,295.000000,348.100000,70029954,16924748265
317,2013-9-26,12:42:8,168.000000,198.240000,70005532,37522899313
319,2011-12-9,7:1:25,123.000000,145.140000,70024138,64779243768
321,2011-12-19,18:22:24,359.000000,423.620000,70008575,19238468549
323,2016-2-10,6:1:26,116.000000,136.880000,70005611,13556346478
325,2012-3-22,16:31:17,206.000000,243.080000,70034811,93624565794
327,2012-1-5,6:35:56,396.000000,467.280000,70030334,27632268774
329,2011-2-28,2:32:48,201.000000,237.180000,70025727,28198239196
331,2017-9-14,20:11:57,240.000000,283.200000,70036955,25589814223
333,2011-1-2,17:11:58,306.000000,361.080000,70022840,72981327817
335,2012-1-26,20:50:53,389.000000,459.020000,70007421,15924159375
337,2016-10-13,7:12:32,188.000000,221.840000,70013609,47627464234
339,2016-2-18,13:28:16,270.000000,318.600000,70007364,69984477398
341,2013-7-13,1:30:46,111.000000,130.980000,70037752,87199568924
343,2014-5-14,20:36:36,376.000000,443.680000,70012886,49678457372
345,2015-3-10,12:50:9,134.000000,158.120000,70009086,12172283854
347,2012-7-12,3:32:40,307.000000,362.260000,70034558,12438332288
349,2015-7-3,20:54:22,150.000000,177.000000,70012759,27999191389
351,2017-11-25,21:12:28,215.000000,253.700000,70027988,71976536976
353,2011-10-28,16:12:47,140.000000,165.200000,70020782,81388981715
355,2016-12-27,21:50:42,105.000000,123.900000,70026175,62556819337
357,2016-8-16,23:27:53,242.000000,285.560000,70035856,29387721964
359,2012-6-2,14:52:54,209.000000,246.620000,70018418,42172613855
361,2013-6-17,13:19:7,248.000000,292.640000,70016754,45118472127
363,2011-6-8,23:34:30,326.000000,384.680000,70008235,76231614231
365,2014-7-21,1:39:8,349.000000,411.820000,70027680,51351743624
367,2012-1-25,15:2:6,317.000000,374.060000,70030850,69689683745
369,2017-6-13,13:17:14,333.000000,392.940000,70012813,22254434254
371,2013-12-6,6:53:51,162.000000,191.160000,70000765,34796989473
373,2016-10-25,17:22:38,385.000000,454.300000,70003379,62166549327
375,2011-8-1,6:47:7,167.000000,197.060000,70016971,67412725857
377,2017-11-18,21:39:35,153.000000,180.540000,70036605,33652335322
379,2012-2-18,21:41:24,143.000000,168.740000,70020640,17791442599
381,2011-3-2,19:28:4,238.000000,280.840000,70005109,36656821454
383,2016-7-15,1:45:51,232.000000,273.760000,70014840,77634547566
385,2016-11-23,22:30:41,203.000000,239.540000,70010456,92634791244
387,2014-1-26,23:48:53,136.000000,160.480000,70001261,45569247961
389,2011-2-9,19:7:32,208.000000,245.440000,70032956,31424858727
391,2013-12-15,1:48:24,141.000000,166.380000,70024647,65669541334
393,2016-3-4,21:40:45,212.000000,250.160000,70029833,67119589384
395,2017-3-8,6:22:52,172.000000,202.960000,70026644,67689794899
397,2011-2-9,18:5:40,356.000000,420.080000,70039935,21426752712
399,2011-9-6,16:46:49,155.000000,182.900000,70036176,61649528795
401,2012-2-20,2:16:33,114.000000,134.520000,70018888,17356442881
403,2011-4-2,7:2:11,186.000000,219.480000,70000343,86536895961
405,2014-1-11,15:26:17,209.000000,246.620000,70032602,14683483977
407,2014-4-0,15:45:12,373.000000,440.140000,70031867,55829666243
409,2011-11-21,5:20:16,254.000000,299.720000,70022914,66244655832
411,2016-12-16,15:47:46,370.000000,436.600000,70025322,62783919962
413,2017-9-15,15:4:3,107.000000,126.260000,70018159,72934258378
415,2016-10-9,10:39:10,244.000000,287.920000,70013912,47932194415
417,2016-6-7,2:48:46,370.000000,436.600000,70002661,94828418583
419,2014-5-1,8:38:18,102.000000,120.360000,70026939,46774955835
421,2015-6-1,20:46:14,224.000000,264.320000,70028104,23451757323
423,2015-6-4,5:23:59,120.000000,141.600000,70024706,36188369667
425,2014-8-3,11:13:1,343.000000,404.740000,70021037,26535521124
427,2014-10-16,4:29:46,131.000000,154.580000,70026920,88132723417
429,2013-5-4,24:57:7,244.000000,287.920000,70020479,58449534889
431,2013-12-16,17:56:49,228.000000,269.040000,70025551,47985614192
433,2012-3-17,19:51:58,112.000000,132.160000,70001569,93678377854
435,2012-2-18,22:51:12,322.000000,379.960000,70010029,54533613357
437,2012-1-25,1:8:27,362.000000,427.160000,70028081,38721151648
439,2012-5-16,1:8:24,133.000000,156.940000,70005372,54788283523
441,2014-11-8,19:31:22,253.000000,298.540000,70023689,69731525634
443,2015-1-9,15:49:42,258.000000,304.440000,70032988,11931259727
445,2017-8-5,24:40:26,135.000000,159.300000,70037349,75315479151
447,2017-8-7,13:10:40,258.000000,304.440000,70015409,94855361335
449,2014-3-21,4:23:28,264.000000,311.520000,70032439,65351172969
451,2014-5-28,23:2:33,387.000000,456.660000,70003022,53365525597
453,2014-9-2,6:13:39,325.000000,383.500000,70013911,11697362753
455,2015-4-10,19:40:15,393.000000,463.740000,70011380,39778396457
457,2011-12-28,22:14:51,349.000000,411.820000,70026963,68431485853
459,2017-11-18,22:27:2,381.000000,449.580000,70016288,31843312855
461,2016-3-16,13:30:34,134.000000,158.120000,70001458,49193365615
463,2015-9-13,21:12:40,346.000000,408.280000,70039046,14689288336
465,2017-6-15,14:23:1,329.000000,388.220000,70007974,63633275423
467,2017-6-15,24:4:54,288.000000,339.840000,70019568,37837473166
469,2016-7-5,6:41:55,340.000000,401.200000,70008443,29668644655
471,2014-8-21,14:39:5,331.000000,390.580000,70007071,63768433426
473,2017-6-18,4:58:30,113.000000,133.340000,70004271,22987433736
475,2015-4-16,13:36:40,383.000000,451.940000,70034692,56768391877
477,2015-6-26,13:34:25,159.000000,187.620000,70029507,47517164837
479,2016-1-11,15:39:37,333.000000,392.940000,70018846,54218642293
481,2012-5-4,8:8:27,106.000000,125.080000,70024897,58831325367
483,2012-7-25,21:25:4,297.000000,350.460000,70011203,21718849224
485,2011-9-4,5:24:22,246.000000,290.280000,70024195,79875522497
487,2015-9-10,19:12:28,210.000000,247.800000,70016584,81681946561
489,2014-6-25,24:52:47,182.000000,214.760000,70008342,72411884563
491,2015-7-18,6:3:12,172.000000,202.960000,70019931,38454251625
493,2015-9-13,16:36:15,240.000000,283.200000,70003355,35659647511
495,2015-5-28,2:17:32,337.000000,397.660000,70004079,17848281115
497,2017-3-5,15:2:18,112.000000,132.160000,70027283,31451436495
499,2012-6-24,18:51:46,112.000000,132.160000,70000080,83273455831
501,2011-4-9,8:39:39,251.000000,296.180000,70022474,88997484718
503,2016-11-25,20:33:35,389.000000,459.020000,70029018,44726664618
505,2012-12-4,24:43:49,372.000000,438.960000,70002085,48317816126
507,2015-12-25,18:37:32,214.000000,252.520000,70036461,79119899942
509,2017-7-25,6:18:19,311.000000,366.980000,70000734,91192698127
511,2012-5-6,19:3:25,395.000000,466.100000,70013604,32233334714
513,2014-12-3,7:24:12,378.000000,446.040000,70038056,87588255372
515,2016-9-18,19:45:58,189.000000,223.020000,70007793,36975141912
517,2015-7-2,11:49:57,267.000000,315.060000,70022557,11437376524
519,2014-1-7,1:30:5,115.000000,135.700000,70005111,32521487427
521,2011-1-12,19:23:15,152.000000,179.360000,70036802,37656924425
523,2017-3-16,1:34:39,124.000000,146.320000,70025198,22831592362
525,2016-6-28,13:31:9,303.000000,357.540000,70018878,18447763291
527,2013-12-17,21:22:46,372.000000,438.960000,70023150,42546442583
529,2014-2-17,8:56:57,310.000000,365.800000,70017551,71687427455
531,2011-11-9,6:12:40,374.000000,441.320000,70001714,41988987157
533,2017-3-4,12:11:3,397.000000,468.460000,70024361,79414849569
535,2014-8-19,17:52:56,392.000000,462.560000,70013652,96372998178
537,2014-10-16,3:7:33,154.000000,181.720000,70035300,14731653854
539,2011-3-27,24:45:9,135.000000,159.300000,70002495,36543324888
541,2015-6-15,18:50:41,192.000000,226.560000,70010534,84346677771
543,2017-7-26,19:1:27,319.000000,376.420000,70035724,25591356976
545,2017-4-23,5:41:39,185.000000,218.300000,70019336,63217942229
547,2014-3-23,11:51:35,271.000000,319.780000,70012428,71177543622
549,2017-12-22,5:16:10,396.000000,467.280000,70001730,47548378115
551,2012-5-13,4:36:54,298.000000,351.640000,70029775,88349334728
553,2016-11-12,19:11:36,290.000000,342.200000,70006157,38448672615
555,2012-8-3,1:34:19,336.000000,396.480000,70029448,25786382355
557,2016-5-12,5:59:57,259.000000,305.620000,70009725,35275674643
559,2015-10-24,18:57:39,305.000000,359.900000,70017157,66991236773
561,2011-8-0,18:56:58,274.000000,323.320000,70005102,27451425548
563,2012-11-5,21:10:1,149.000000,175.820000,70027938,12376398674
565,2011-8-9,7:5:6,161.000000,189.980000,70014985,29761362549
567,2014-4-3,16:5:13,215.000000,253.700000,70025739,32496754882
569,2016-1-27,12:10:13,290.000000,342.200000,70023970,73114824514
571,2012-12-2,6:8:4,238.000000,280.840000,70001724,41629757762
573,2011-12-13,12:20:39,233.000000,274.940000,70039783,46896342928
575,2017-3-26,5:46:53,141.000000,166.380000,70035778,36671586289
577,2015-10-21,2:35:20,178.000000,210.040000,70036442,92663585512
579,2012-1-7,18:45:26,262.000000,309.160000,70023176,97613554461
581,2017-10-25,3:23:53,390.000000,460.200000,70029651,88638776871
583,2016-4-17,5:32:46,317.000000,374.060000,70025546,57693411827
585,2011-1-10,18:14:2,211.000000,248.980000,70015649,43839676396
587,2015-7-24,13:39:34,116.000000,136.880000,70034396,86367968598
589,2017-1-24,23:25:6,195.000000,230.100000,70007665,49368819636
591,2013-5-10,15:54:45,352.000000,415.360000,70039473,53279759758
593,2014-4-5,12:2:45,171.000000,201.780000,70035817,24274586652
595,2017-6-4,7:5:35,317.000000,374.060000,70026253,35979761616
597,2017-11-3,11:9:37,345.000000,407.100000,70010526,41995812217
599,2014-1-11,23:44:57,369.000000,435.420000,70039373,68396697118
601,2013-9-0,14:50:28,253.000000,298.540000,70027486,58667157766
603,2014-2-25,17:1:4,242.000000,285.560000,70013986,45823646753
605,2012-9-10,23:43:49,324.000000,382.320000,70008378,35381677315
607,2016-2-1,2:26:0,118.000000,139.240000,70006445,42185122625
609,2017-4-17,11:55:33,187.000000,220.660000,70007934,41551142578
611,2016-8-4,10:7:27,275.000000,324.500000,70023209,12663148626
613,2017-9-13,5:31:52,212.000000,250.160000,70008028,55771682782
615,2017-7-28,7:9:41,390.000000,460.200000,70034578,59711381874
617,2014-3-6,13:12:11,222.000000,261.960000,70031424,62237387251
619,2012-1-28,10:20:57,311.000000,366.980000,70019592,27174474994
621,2014-8-28,16:27:10,113.000000,133.340000,70004174,46331272211
623,2017-7-6,7:24:5,154.000000,181.720000,70014126,24411629311
625,2017-10-18,13:59:20,154.000000,181.720000,70016275,89617617695
627,2012-7-7,2:55:52,306.000000,361.080000,70016182,44572558626
629,2015-2-20,8:54:3,187.000000,220.660000,70001666,52918425872
631,2014-3-27,15:28:58,171.000000,201.780000,70033865,15244526665
633,2011-8-10,6:21:56,239.000000,282.020000,70035953,89166246531
635,2011-3-14,15:28:11,387.000000,456.660000,70026873,72638114981
637,2013-9-23,21:39:37,170.000000,200.600000,70018205,44287321883
639,2014-5-17,20:33:36,318.000000,375.240000,70036377,83951994525
641,2013-7-20,3:11:17,228.000000,269.040000,70025712,26412686585
643,2014-4-28,24:26:38,103.000000,121.540000,70013172,95754392182
645,2011-2-13,19:58:3,344.000000,405.920000,70008041,17535977137
647,2015-1-3,12:40:26,378.000000,446.040000,70039328,26215156339
649,2012-1-18,18:49:44,349.000000,411.820000,70000997,67549154516
651,2014-10-17,8:50:39,296.000000,349.280000,70031689,69679583449
653,2011-5-17,13:55:21,365.000000,430.700000,70037682,58278583159
655,2015-7-3,17:57:2,110.000000,129.800000,70026594,57368988963
657,2011-4-8,14:0:18,342.000000,403.560000,70030936,87862526126
659,2012-1-17,8:11:57,387.000000,456.660000,70016859,93188111314
661,2016-7-23,18:54:43,212.000000,250.160000,70036355,57456836677
663,2015-9-25,14:55:21,208.000000,245.440000,70032317,83722135995
665,2014-4-23,13:49:56,147.000000,173.460000,70029708,63919487975
667,2011-10-28,8:7:14,370.000000,436.600000,70011998,83652988756
669,2013-2-19,5:4:12,181.000000,213.580000,70016043,86451852979
671,2014-7-8,10:6:51,221.000000,260.780000,70022118,36798454238
673,2016-4-18,7:31:2,223.000000,263.140000,70007055,72548336719
675,2012-3-20,19:48:39,303.000000,357.540000,70010414,12392969398
677,2016-10-22,22:41:52,172.000000,202.960000,70000101,57937777785
679,2016-8-25,12:42:6,144.000000,169.920000,70014837,66275743114
681,2011-7-22,21:49:43,129.000000,152.220000,70000638,64439844858
683,2015-8-12,7:57:43,307.000000,362.260000,70023863,51158293782
685,2016-7-25,13:0:31,356.000000,420.080000,70016485,38524199344
687,2011-5-11,10:29:13,186.000000,219.480000,70011763,17655769414
689,2014-8-9,9:51:21,272.000000,320.960000,70003167,53577856533
691,2014-3-5,23:41:39,171.000000,201.780000,70033083,72992472825
693,2014-3-1,2:0:6,368.000000,434.240000,70023714,37257471451
695,2015-11-14,2:4:55,373.000000,440.140000,70011940,62624231675
697,2015-12-22,15:34:25,293.000000,345.740000,70011022,66389357812
699,2017-2-11,1:13:11,300.000000,354.000000,70021944,11465857379
701,2017-4-1,19:27:33,393.000000,463.740000,70011857,76766668289
703,2014-2-16,23:29:36,248.000000,292.640000,70005553,46651427954
705,2011-4-4,19:6:35,318.000000,375.240000,70031091,81799581254
707,2016-10-2,20:33:47,199.000000,234.820000,70009672,49215689722
709,2015-10-25,20:43:29,155.000000,182.900000,70004911,95799192449
711,2011-8-10,4:44:28,115.000000,135.700000,70003484,58399487382
713,2014-1-13,6:15:0,130.000000,153.400000,70011063,95218136124
715,2011-11-13,4:3:44,294.000000,346.920000,70037484,22727732649
717,2011-8-4,19:5:12,378.000000,446.040000,70032887,57658743477
719,2016-1-17,10:21:53,301.000000,355.180000,70026242,41375969613
721,2017-10-2,12:27:30,222.000000,261.960000,70001000,24551298856
723,2015-9-0,21:41:39,113.000000,133.340000,70019244,68596896341
725,2013-3-1,5:10:11,241.000000,284.380000,70018892,71553887433
727,2012-8-21,11:18:28,254.000000,299.720000,70018397,92225258816
729,2011-8-28,9:58:17,271.000000,319.780000,70012563,43775713414
731,2015-3-15,18:18:25,301.000000,355.180000,70002259,75953558626
733,2011-9-24,2:41:32,353.000000,416.540000,70020217,23551916984
735,2012-12-23,3:35:6,349.000000,411.820000,70028269,85355634338
737,2015-7-14,17:23:52,392.000000,462.560000,70000301,62348635251
739,2016-12-13,4:50:27,251.000000,296.180000,70014076,51353117767
741,2012-8-11,16:6:30,348.000000,410.640000,70032809,77869686255
743,2017-4-11,23:38:48,134.000000,158.120000,70012499,59623313484
745,2017-10-21,2:22:41,278.000000,328.040000,70019111,53267668155
747,2014-3-10,10:19:47,160.000000,188.800000,70002213,38346687566
749,2017-10-22,4:48:59,398.000000,469.640000,70013144,91615818578
751,2015-10-24,8:41:1,375.000000,442.500000,70016850,47383965978
753,2013-3-28,6:29:43,333.000000,392.940000,70005047,51678413211
755,2015-3-16,12:11:9,305.000000,359.900000,70030566,56151683818
757,2012-1-21,14:6:25,202.000000,238.360000,70016605,76184167234
759,2015-2-16,16:59:12,376.000000,443.680000,70028802,97487395188
761,2016-10-16,22:42:42,235.000000,277.300000,70019815,26937313857
763,2016-6-23,16:36:45,266.000000,313.880000,70010787,11417971372
765,2016-2-11,10:16:21,314.000000,370.520000,70005775,51243887597
767,2017-7-12,23:54:7,350.000000,413.000000,70011995,19914113155
769,2014-9-13,19:17:7,386.000000,455.480000,70012568,49868315754
771,2015-3-16,2:28:41,153.000000,180.540000,70017544,32317811866
773,2013-1-20,5:2:10,171.000000,201.780000,70005252,52896299182
775,2012-10-3,5:1:28,189.000000,223.020000,70037980,99656141894
777,2011-9-5,15:30:5,222.000000,261.960000,70017256,15311211492
779,2016-11-17,21:24:41,131.000000,154.580000,70032309,84863945636
781,2013-8-0,2:37:7,224.000000,264.320000,70024375,52288283712
783,2011-6-25,13:43:48,137.000000,161.660000,70003308,47977369675
785,2017-11-6,2:1:54,306.000000,361.080000,70030817,73842727749
787,2015-11-11,5:51:13,258.000000,304.440000,70036775,83847194752
789,2015-4-12,21:2:41,314.000000,370.520000,70018262,49883861985
791,2016-10-17,11:43:45,392.000000,462.560000,70014590,62616516111
793,2012-8-21,21:51:53,275.000000,324.500000,70028443,55623279222
795,2011-10-18,24:38:5,242.000000,285.560000,70012099,44624695732
797,2011-12-10,3:46:3,352.000000,415.360000,70013485,41763896234
799,2013-5-2,16:51:19,191.000000,225.380000,70004473,44416565741
801,2017-11-16,4:4:49,257.000000,303.260000,70009272,45657999459
803,2017-3-24,4:8:40,233.000000,274.940000,70025537,34377188384
805,2014-12-20,3:38:1,175.000000,206.500000,70005729,91625499426
807,2017-4-13,21:15:32,205.000000,241.900000,70004081,84989457279
809,2014-7-17,17:50:53,216.000000,254.880000,70028441,17956573438
811,2014-10-1,17:57:13,272.000000,320.960000,70030634,56543234832
813,2012-12-2,19:4:10,353.000000,416.540000,70023901,61672445716
815,2013-11-26,20:0:51,392.000000,462.560000,70013623,95685525516
817,2014-4-11,2:11:33,308.000000,363.440000,70002800,18156714522
