Num_Ticket, Fecha, Hora, Subtotal, Total, ClienteDNI
494,2012-6-25,11:21:23,274.000000,323.320000,70011369
496,2011-12-25,12:24:11,343.000000,404.740000,70011123
498,2013-8-9,2:4:26,215.000000,253.700000,70003381
500,2015-10-28,18:37:41,360.000000,424.800000,70033584
502,2017-5-2,20:45:39,102.000000,120.360000,70015035
504,2014-11-4,17:13:13,237.000000,279.660000,70008571
506,2011-4-3,16:10:10,197.000000,232.460000,70026853
508,2011-9-19,13:5:14,156.000000,184.080000,70037559
510,2014-7-21,18:38:30,289.000000,341.020000,70008816
512,2014-5-8,16:54:13,358.000000,422.440000,70020303
514,2016-8-25,8:26:38,328.000000,387.040000,70025626
516,2014-4-6,7:35:44,150.000000,177.000000,70028531
518,2016-7-14,24:28:7,317.000000,374.060000,70010672
520,2012-9-11,22:52:13,246.000000,290.280000,70029086
522,2012-2-28,9:36:47,125.000000,147.500000,70038885
524,2011-9-23,24:15:32,176.000000,207.680000,70002781
526,2014-10-2,14:3:15,243.000000,286.740000,70004638
528,2014-1-13,24:36:22,248.000000,292.640000,70025191
530,2014-9-8,20:13:7,394.000000,464.920000,70011941
532,2015-9-3,6:44:45,237.000000,279.660000,70032471
534,2014-9-14,24:29:49,337.000000,397.660000,70017307
536,2016-1-8,9:24:48,343.000000,404.740000,70021981
538,2017-8-0,18:8:13,300.000000,354.000000,70029693
540,2015-6-15,7:25:3,320.000000,377.600000,70003288
542,2013-12-11,23:7:8,389.000000,459.020000,70012481
544,2015-11-21,3:38:1,141.000000,166.380000,70032120
546,2017-12-18,12:58:47,220.000000,259.600000,70017324
548,2012-10-11,9:50:12,227.000000,267.860000,70018167
550,2016-3-16,2:6:16,356.000000,420.080000,70011611
552,2013-5-15,17:30:42,195.000000,230.100000,70001271
554,2015-7-1,22:57:3,271.000000,319.780000,70027447
556,2011-1-5,9:45:46,390.000000,460.200000,70001167
558,2015-9-14,3:39:34,330.000000,389.400000,70035987
560,2013-4-26,13:7:42,356.000000,420.080000,70031307
562,2016-5-0,5:26:38,201.000000,237.180000,70031929
564,2013-6-12,9:5:12,390.000000,460.200000,70009462
566,2017-9-13,16:57:10,385.000000,454.300000,70000341
568,2013-10-5,15:16:13,335.000000,395.300000,70015419
570,2016-7-22,8:22:45,123.000000,145.140000,70012645
572,2011-4-27,10:8:4,108.000000,127.440000,70016696
574,2017-10-1,21:18:49,279.000000,329.220000,70032897
576,2012-12-15,17:12:43,268.000000,316.240000,70017090
578,2011-11-7,24:28:44,370.000000,436.600000,70013449
580,2017-12-1,7:14:22,247.000000,291.460000,70005410
582,2011-5-27,7:25:21,170.000000,200.600000,70004862
584,2014-3-26,3:53:42,237.000000,279.660000,70019970
586,2015-7-5,6:4:34,230.000000,271.400000,70027604
588,2013-9-18,19:47:6,308.000000,363.440000,70011136
590,2012-1-18,4:56:9,370.000000,436.600000,70023501
592,2012-10-25,2:16:41,296.000000,349.280000,70016541
594,2012-4-19,20:37:15,141.000000,166.380000,70024229
596,2016-1-24,13:24:57,335.000000,395.300000,70001095
598,2012-11-5,16:26:6,355.000000,418.900000,70023225
600,2011-11-23,2:36:29,342.000000,403.560000,70035614
602,2014-3-16,9:22:1,116.000000,136.880000,70039047
604,2015-4-10,18:19:25,362.000000,427.160000,70025808
606,2011-10-26,23:23:47,325.000000,383.500000,70015575
608,2015-6-10,6:40:4,365.000000,430.700000,70017383
610,2011-7-13,3:49:8,281.000000,331.580000,70000044
612,2017-11-9,20:29:10,195.000000,230.100000,70031566
614,2014-5-27,13:29:24,103.000000,121.540000,70036658
616,2013-3-12,6:55:34,138.000000,162.840000,70007978
618,2015-4-21,17:25:43,323.000000,381.140000,70010326
620,2013-11-14,8:1:25,368.000000,434.240000,70009709
622,2011-7-22,10:27:11,187.000000,220.660000,70021724
624,2015-2-23,8:55:41,355.000000,418.900000,70010739
626,2015-6-6,18:48:18,274.000000,323.320000,70033122
628,2012-10-12,15:36:28,205.000000,241.900000,70004502
630,2012-10-2,10:56:59,350.000000,413.000000,70013870
632,2013-11-9,21:16:19,280.000000,330.400000,70027925
634,2012-8-23,2:4:54,285.000000,336.300000,70022147
636,2012-11-8,17:24:6,126.000000,148.680000,70010409
638,2016-8-20,6:52:37,376.000000,443.680000,70009861
640,2015-7-18,5:56:3,175.000000,206.500000,70020133
642,2016-5-21,16:28:16,230.000000,271.400000,70009368
644,2016-9-20,3:42:25,183.000000,215.940000,70013590
646,2014-8-10,9:18:6,375.000000,442.500000,70023063
648,2016-6-18,8:3:43,206.000000,243.080000,70021655
650,2017-4-5,2:0:4,120.000000,141.600000,70030791
652,2017-5-26,7:24:52,109.000000,128.620000,70025827
654,2015-10-18,6:20:5,351.000000,414.180000,70027777
656,2013-3-12,12:35:32,175.000000,206.500000,70022074
658,2017-11-24,24:53:31,375.000000,442.500000,70038754
660,2012-1-13,16:4:13,158.000000,186.440000,70031157
662,2011-10-21,9:10:27,132.000000,155.760000,70031599
664,2014-2-24,19:19:52,185.000000,218.300000,70035756
666,2017-6-19,3:51:34,217.000000,256.060000,70024141
668,2014-3-8,13:2:30,196.000000,231.280000,70026175
670,2014-8-28,6:41:19,318.000000,375.240000,70038118
672,2017-2-15,7:43:14,278.000000,328.040000,70004799
674,2015-1-18,13:10:57,183.000000,215.940000,70030921
676,2011-3-2,22:20:38,349.000000,411.820000,70028699
678,2012-10-18,24:57:6,365.000000,430.700000,70011660
680,2011-5-6,3:58:29,195.000000,230.100000,70038861
682,2015-9-24,18:49:43,133.000000,156.940000,70030587
684,2012-6-0,18:36:52,363.000000,428.340000,70035546
686,2012-7-18,2:51:3,341.000000,402.380000,70028533
688,2016-1-6,16:56:18,200.000000,236.000000,70008258
690,2011-6-12,10:18:27,343.000000,404.740000,70002046
692,2013-4-20,13:44:58,142.000000,167.560000,70027418
694,2011-10-0,22:27:1,276.000000,325.680000,70015267
696,2014-3-7,6:26:51,170.000000,200.600000,70004393
698,2011-9-5,10:29:9,189.000000,223.020000,70039442
700,2012-8-8,13:38:46,144.000000,169.920000,70020985
702,2011-5-15,17:50:27,300.000000,354.000000,70038959
704,2013-3-25,19:52:28,300.000000,354.000000,70006235
706,2015-4-2,1:39:26,367.000000,433.060000,70014553
708,2011-2-18,9:24:48,375.000000,442.500000,70036278
710,2012-1-19,19:29:17,136.000000,160.480000,70018499
712,2015-12-11,21:25:36,105.000000,123.900000,70036152
714,2017-4-18,4:10:20,318.000000,375.240000,70025241
716,2017-4-19,19:52:59,387.000000,456.660000,70023133
718,2015-4-0,15:27:11,360.000000,424.800000,70001387
720,2016-9-4,1:43:7,204.000000,240.720000,70031839
722,2017-10-10,11:28:2,294.000000,346.920000,70007128
724,2014-2-17,24:20:28,299.000000,352.820000,70039833
726,2014-6-9,2:0:13,245.000000,289.100000,70009178
728,2016-4-7,15:28:8,296.000000,349.280000,70019564
730,2016-3-2,2:27:4,286.000000,337.480000,70018318
732,2015-4-20,6:44:26,326.000000,384.680000,70008122
734,2014-9-15,10:42:8,354.000000,417.720000,70016309
736,2011-3-23,17:34:2,163.000000,192.340000,70028818
738,2015-11-23,4:37:5,169.000000,199.420000,70004332
740,2012-5-9,21:43:44,350.000000,413.000000,70010044
742,2011-6-7,23:14:23,363.000000,428.340000,70011410
744,2013-12-23,17:38:30,245.000000,289.100000,70012131
746,2015-2-26,12:59:6,111.000000,130.980000,70035012
748,2013-7-2,9:10:25,229.000000,270.220000,70028613
750,2017-9-12,16:50:12,375.000000,442.500000,70025747
752,2011-3-13,17:13:52,234.000000,276.120000,70005956
754,2017-1-14,8:1:55,273.000000,322.140000,70027129
756,2013-11-22,7:28:13,250.000000,295.000000,70020783
758,2017-7-2,7:55:15,247.000000,291.460000,70039565
760,2014-11-16,22:4:33,357.000000,421.260000,70014667
762,2013-2-5,24:49:53,140.000000,165.200000,70032910
764,2017-11-27,4:57:28,141.000000,166.380000,70022473
766,2011-2-28,8:11:48,283.000000,333.940000,70002440
768,2016-7-4,6:52:43,168.000000,198.240000,70009590
770,2011-7-21,2:59:5,330.000000,389.400000,70029633
772,2011-1-19,6:2:24,204.000000,240.720000,70023998
774,2011-1-25,10:25:9,389.000000,459.020000,70018869
776,2012-6-26,8:15:35,110.000000,129.800000,70023660
778,2015-6-2,13:11:55,272.000000,320.960000,70039833
780,2012-2-16,15:17:44,100.000000,118.000000,70022355
782,2013-12-26,6:39:3,172.000000,202.960000,70019522
784,2013-4-20,15:12:24,159.000000,187.620000,70011364
786,2016-2-8,14:54:26,361.000000,425.980000,70036929
788,2015-2-16,1:7:1,145.000000,171.100000,70026039
790,2016-7-24,18:5:36,320.000000,377.600000,70020429
792,2012-11-26,19:29:40,277.000000,326.860000,70023887
794,2012-9-7,3:45:8,314.000000,370.520000,70021614
796,2015-4-3,6:53:30,371.000000,437.780000,70018885
798,2015-6-8,14:36:16,145.000000,171.100000,70002835
800,2014-11-1,2:36:10,202.000000,238.360000,70011178
802,2012-8-9,5:31:47,208.000000,245.440000,70033969
804,2017-7-10,23:22:41,351.000000,414.180000,70011716
806,2014-4-7,15:36:7,295.000000,348.100000,70037362
808,2017-8-28,18:57:38,148.000000,174.640000,70015648
810,2015-8-14,15:42:39,179.000000,211.220000,70021340
812,2014-7-15,22:48:23,216.000000,254.880000,70007264
814,2012-12-4,22:18:9,168.000000,198.240000,70029594
816,2012-4-8,17:50:59,309.000000,364.620000,70024583
818,2013-11-10,17:45:12,392.000000,462.560000,70029169
820,2012-11-16,15:4:33,276.000000,325.680000,70034649
822,2013-4-3,20:39:47,336.000000,396.480000,70020875
824,2012-9-15,10:23:36,196.000000,231.280000,70032631
826,2012-6-12,16:3:52,285.000000,336.300000,70015458
828,2015-12-11,21:21:8,201.000000,237.180000,70027113
830,2017-11-12,7:53:1,388.000000,457.840000,70023259
832,2015-3-0,11:58:14,270.000000,318.600000,70010366
834,2017-12-27,5:8:11,224.000000,264.320000,70019810
836,2013-8-0,15:10:52,272.000000,320.960000,70009850
838,2015-3-0,9:4:48,201.000000,237.180000,70025533
840,2014-3-10,24:44:22,196.000000,231.280000,70019985
842,2014-2-2,6:4:41,152.000000,179.360000,70027333
844,2013-10-19,14:8:16,349.000000,411.820000,70032157
846,2013-8-11,20:57:41,181.000000,213.580000,70033281
848,2015-8-2,1:2:59,293.000000,345.740000,70039954
850,2016-12-15,24:40:13,214.000000,252.520000,70016640
852,2015-5-13,16:5:57,353.000000,416.540000,70003906
854,2017-6-21,21:48:23,276.000000,325.680000,70000597
856,2012-8-12,9:27:39,190.000000,224.200000,70032760
858,2015-9-0,13:0:7,241.000000,284.380000,70038914
860,2015-5-0,11:36:25,294.000000,346.920000,70038937
862,2017-3-22,7:31:47,283.000000,333.940000,70021025
864,2013-7-18,18:1:49,121.000000,142.780000,70027862
866,2015-6-8,12:5:41,329.000000,388.220000,70018666
868,2016-4-0,2:7:46,223.000000,263.140000,70030866
870,2017-1-21,9:2:18,277.000000,326.860000,70034048
872,2015-7-15,5:52:36,358.000000,422.440000,70014288
874,2016-2-15,23:30:6,200.000000,236.000000,70014770
876,2016-2-9,24:41:33,111.000000,130.980000,70013086
878,2013-1-24,12:4:16,366.000000,431.880000,70012498
880,2014-12-18,5:10:23,152.000000,179.360000,70001843
882,2015-9-16,6:9:40,327.000000,385.860000,70007668
884,2014-4-15,5:53:59,312.000000,368.160000,70036015
886,2013-8-2,2:11:58,175.000000,206.500000,70010237
888,2015-1-8,10:3:14,198.000000,233.640000,70011972
890,2017-7-8,13:14:16,276.000000,325.680000,70035128
892,2016-10-13,7:52:47,266.000000,313.880000,70012568
894,2017-3-19,6:21:3,162.000000,191.160000,70022463
896,2016-7-3,19:46:49,335.000000,395.300000,70020193
898,2014-9-27,12:38:55,103.000000,121.540000,70039443
900,2013-4-26,4:0:8,208.000000,245.440000,70016525
902,2014-3-0,6:40:30,126.000000,148.680000,70008635
904,2017-3-21,6:21:27,108.000000,127.440000,70016056
906,2016-4-12,6:35:41,197.000000,232.460000,70011806
908,2012-9-24,9:12:50,390.000000,460.200000,70027164
910,2011-5-9,14:6:5,308.000000,363.440000,70022826
912,2016-11-16,3:36:32,151.000000,178.180000,70011479
914,2013-8-10,20:46:49,122.000000,143.960000,70031937
916,2014-1-28,9:32:19,109.000000,128.620000,70004133
918,2011-5-23,15:48:49,146.000000,172.280000,70005496
920,2013-4-17,13:49:25,149.000000,175.820000,70026982
922,2017-3-0,21:49:7,208.000000,245.440000,70003979
924,2013-4-22,15:51:42,101.000000,119.180000,70014808
926,2015-3-25,12:23:52,193.000000,227.740000,70033195
928,2014-2-18,19:33:58,183.000000,215.940000,70007300
930,2012-8-5,22:25:32,320.000000,377.600000,70016291
932,2017-11-22,20:37:43,305.000000,359.900000,70029592
934,2012-3-22,14:52:29,361.000000,425.980000,70010602
936,2012-5-0,12:30:27,177.000000,208.860000,70021384
938,2011-6-5,1:28:17,330.000000,389.400000,70009627
940,2017-3-9,7:24:9,384.000000,453.120000,70006851
942,2011-3-15,4:40:14,203.000000,239.540000,70027622
944,2012-10-19,9:29:40,219.000000,258.420000,70031150
946,2013-12-27,5:52:46,224.000000,264.320000,70014723
948,2015-5-28,13:22:15,176.000000,207.680000,70001019
950,2017-7-1,18:48:40,154.000000,181.720000,70018211
952,2017-1-6,24:1:45,237.000000,279.660000,70007520
954,2012-8-24,17:46:22,229.000000,270.220000,70011755
956,2013-9-13,20:4:51,218.000000,257.240000,70018566
958,2014-8-27,11:17:5,325.000000,383.500000,70003724
