DNI_Empleado,DNI_Administrador,Nombre,Apellido_Materno,Apellido_Paterno,Fecha_Nac,Direccion,DepartamentoNombre,AgenciaNombre
82978630,30406888,Darrell,Garcia,Taylor,1979-11-5,-12.23/-77.58,Conductores,Paita Terminal
74010257,21145533,Ephram,Thompson,Lee,1995-4-11,-12.02/-77.66,Conductores,Chiclayo
22981209,86064896,Brooke,Miller,Smith,1996-10-11,-12.59/-77.55,Limpieza,Lima
43553952,30406888,Duncan,Thompson,Johnson,1970-12-22,-12.08/-77.14,Limpieza,Lima
82015960,86064896,Rosanne,Smith,Smith,1982-6-13,-12.88/-77.56,Limpieza,Talara
34624651,94364596,Odelia,Lee,Garcia,1977-2-21,-12.60/-77.88,Asistentes,Chimbote
88937946,86064896,Christian,Garcia,Williams,1977-9-23,-12.52/-77.98,Conductores,Piura Terminal
82511809,94364596,Zed,Rodriguez,Thomas,1987-2-14,-12.42/-77.63,Asistentes,Los Organos
32734103,21145533,Silvia,Davis,Moore,1992-4-21,-12.44/-77.46,Limpieza,Oficina Bolivar
28415868,86064896,Annis,Davis,Davis,1990-2-20,-12.75/-77.61,Limpieza,Chiclayo
61892250,21145533,Ayanna,Jackson,Jones,1983-4-26,-12.44/-77.20,Conductores,Tumbes
13943434,86064896,Deon,Garcia,Smith,1979-8-13,-12.90/-77.65,Conductores,Talara
67971333,86064896,Lelar,Jackson,Williams,1979-4-13,-12.85/-77.87,Ventas,Sullana
47148353,94364596,Manie,Thomas,Martinez,1988-2-19,-12.87/-77.14,Conductores,Oficina Juan Pablo
95148825,21145533,Hennie,White,Miller,1985-6-27,-12.19/-77.44,Conductores,Paita
26577371,94364596,Fredericka,Smith,Anderson,1987-8-6,-12.31/-77.54,Limpieza,Talara
10970886,86064896,Dequan,Thompson,Williams,1995-5-1,-12.14/-77.34,Ventas,Sullana
37783039,86064896,Sharla,Brown,Anderson,1999-2-5,-12.46/-77.41,Conductores,Lima
46386912,86064896,Beckie,Jones,Anderson,1985-7-16,-12.73/-77.85,Limpieza,Paita Terminal
21954716,94364596,Sophie,Garcia,Garcia,1978-11-28,-12.86/-77.97,Conductores,Oficina Juan Pablo
66700397,30406888,Vara,Miller,Jackson,1983-11-11,-12.31/-77.49,Ventas,Paita Terminal
05135913,30406888,Talmadge,Garcia,Thomas,1996-3-16,-12.56/-77.75,Ventas,Paita
42224373,86064896,Damon,Jackson,White,1980-5-18,-12.13/-77.76,Asistentes,Chimbote
33266813,94364596,Rutherford,Thomas,Williams,1971-1-9,-12.25/-77.30,Ventas,Chiclayo
31310656,30406888,Mohammed,Moore,Williams,1999-2-28,-12.37/-77.04,Limpieza,Paita Terminal
51238770,94364596,Tarik,Garcia,Brown,1986-12-11,-12.79/-77.44,Limpieza,Plaza Norte
87131887,86064896,Jerilyn,White,Davis,1983-6-0,-12.59/-77.60,Asistentes,Chimbote
19087061,94364596,Jerrod,Moore,Anderson,1994-10-17,-12.29/-77.74,Limpieza,Terrapuerto Trujillo
40813795,94364596,Kaliyah,Jones,Martinez,1998-7-27,-12.59/-77.74,Conductores,Piura Terminal
82790645,94364596,Cynthia,White,Lee,1980-1-10,-12.11/-77.26,Ventas,Plaza Norte
98450326,94364596,Georgette,Johnson,Rodriguez,1971-6-23,-12.50/-77.62,Asistentes,Los Organos
22611940,94364596,Lolita,Brown,Rodriguez,1993-4-26,-12.31/-77.34,Ventas,Paita Terminal
49795857,94364596,Council,Thompson,Anderson,1981-4-3,-12.32/-77.82,Ventas,Chiclayo
11241395,94364596,Vincenzo,Smith,Williams,1993-1-7,-12.54/-77.19,Asistentes,Paita
97700152,94364596,Marci,Smith,Johnson,1993-2-13,-12.57/-77.98,Asistentes,Los Organos
94994465,21145533,Minervia,Wilson,Johnson,1996-12-24,-12.79/-77.63,Conductores,Terrapuerto Trujillo
95828576,30406888,Olin,Wilson,Taylor,1986-7-0,-12.87/-77.40,Ventas,Oficina Juan Pablo
67440533,86064896,Bryanna,Thompson,Jackson,1980-1-26,-12.03/-77.04,Conductores,Piura Terminal
03857659,21145533,Demonte,Moore,Martin,1978-12-12,-12.34/-77.05,Ventas,Plaza Norte
77905229,94364596,Squire,Anderson,Williams,1977-5-8,-12.52/-77.06,Conductores,Tumbes
30961518,86064896,Verdell,Smith,Miller,1993-2-19,-12.45/-77.71,Conductores,Tumbes
08668837,30406888,Moesha,Thompson,Miller,1996-1-3,-12.12/-77.46,Conductores,Oficina Juan Pablo
69638171,30406888,Neppie,Anderson,Smith,1991-8-14,-12.20/-77.36,Limpieza,Oficina Juan Pablo
30539947,21145533,Mac,Thompson,Davis,1981-7-28,-12.86/-77.48,Conductores,Talara
90138174,21145533,Shelba,Jackson,Brown,1987-1-17,-12.90/-77.60,Ventas,Chimbote
47744332,86064896,Catrina,Jones,Taylor,1991-6-11,-12.54/-77.34,Conductores,Chimbote
17897817,30406888,Vernell,Miller,Brown,1983-5-8,-12.07/-77.27,Asistentes,Piura Terminal
77040496,86064896,Shona,Johnson,White,1970-5-23,-12.71/-77.25,Ventas,Talara
20784611,30406888,Clara,Rodriguez,Wilson,1976-12-27,-12.51/-77.24,Limpieza,Chimbote
57552739,30406888,Linna,Jackson,Anderson,1975-7-24,-12.46/-77.76,Limpieza,Los Organos
56406753,94364596,Nery,White,Jackson,1985-10-15,-12.70/-77.33,Ventas,Plaza Norte
31433072,94364596,Reynold,Thomas,Lee,1976-12-8,-12.96/-77.10,Ventas,Paita
93949944,30406888,Farris,Taylor,Wilson,1970-5-8,-12.76/-77.56,Conductores,Sullana
01334137,94364596,Laurene,Jones,Moore,1991-11-7,-12.98/-77.21,Limpieza,Plaza Norte
44902509,86064896,Jerel,Martinez,Jackson,1993-1-14,-12.76/-77.95,Asistentes,Chimbote
77379170,21145533,Kaitlin,Wilson,Lee,1980-1-14,-12.90/-77.07,Conductores,Talara
20246132,94364596,Gregory,Lee,Martin,1989-1-0,-12.97/-77.63,Ventas,Los Organos
61853962,21145533,Denzell,White,Moore,1993-11-8,-12.58/-77.17,Ventas,Tumbes
33734637,21145533,Lorene,Thomas,White,1980-3-15,-12.17/-77.33,Limpieza,Plaza Norte
16802859,94364596,Ceasar,White,Martinez,1985-4-24,-12.50/-77.36,Limpieza,Plaza Norte
09085811,21145533,Charlton,Rodriguez,Jackson,1985-10-13,-12.77/-77.47,Conductores,Sullana
00610666,86064896,Jamel,Johnson,White,1994-9-12,-12.83/-77.68,Limpieza,Chimbote
59907874,94364596,Wilhelm,Jackson,Jones,1994-11-18,-12.07/-77.52,Conductores,Paita Terminal
74895393,94364596,Mat,Wilson,Thompson,1977-2-5,-12.97/-77.64,Ventas,Talara
73276988,94364596,Allean,White,Garcia,1994-6-13,-12.85/-77.70,Conductores,Oficina Juan Pablo
99917824,30406888,Golden,Thompson,Taylor,1982-5-14,-12.99/-77.98,Asistentes,Tumbes
66191773,21145533,Cornel,Wilson,White,1995-6-15,-12.76/-77.88,Limpieza,Oficina Juan Pablo
85704813,21145533,Quinn,Anderson,Wilson,1986-6-3,-12.27/-77.41,Ventas,Chiclayo
43263951,30406888,Clarinda,Jackson,White,1979-6-26,-12.82/-77.33,Conductores,Oficina Bolivar
85977618,94364596,Fred,Lee,Jones,1999-3-17,-12.57/-77.29,Limpieza,Piura Terminal
04059433,30406888,Pablo,Jackson,White,1998-1-26,-12.37/-77.96,Ventas,Sullana
81021702,94364596,Birdella,Davis,Brown,1991-6-25,-12.46/-77.29,Asistentes,Terrapuerto Trujillo
24664420,21145533,Shameka,Davis,Johnson,1975-6-8,-12.17/-77.90,Ventas,Talara
88435176,94364596,Samie,Miller,Thomas,1977-6-6,-12.76/-77.89,Limpieza,Sullana
61174107,21145533,Kolton,White,Wilson,1980-5-21,-12.25/-77.58,Ventas,Oficina Bolivar
25071842,86064896,Vela,Brown,Martinez,1974-11-5,-12.34/-77.43,Conductores,Talara
00677417,86064896,Jayne,Johnson,Williams,1985-2-3,-12.02/-77.83,Ventas,Paita
33606031,21145533,Landen,Thomas,Thompson,1987-10-10,-12.56/-77.70,Limpieza,Máncora
17802025,21145533,Kaci,Rodriguez,Thompson,1991-3-5,-12.63/-77.68,Limpieza,Paita
17593165,86064896,Kevin,Smith,Davis,1994-8-20,-12.14/-77.66,Conductores,Sullana
28944323,94364596,Virgil,Wilson,Wilson,1995-8-26,-12.26/-77.49,Ventas,Terrapuerto Trujillo
67663091,21145533,Larissa,Davis,Martinez,1982-2-8,-12.37/-77.93,Ventas,Plaza Norte
19406225,21145533,Millicent,Johnson,Martinez,1984-1-7,-12.30/-77.25,Limpieza,Máncora
23894557,94364596,Derwin,Anderson,Rodriguez,1986-3-1,-12.36/-77.14,Ventas,Los Organos
20535763,86064896,Kelton,Moore,Jackson,1994-1-19,-12.05/-77.01,Limpieza,Chiclayo
68421255,94364596,Eithel,Davis,Rodriguez,1978-3-17,-12.53/-77.92,Conductores,Piura Terminal
27815519,21145533,Ryann,Anderson,Miller,1984-9-15,-12.56/-77.45,Limpieza,Chiclayo
26901456,30406888,Brycen,Rodriguez,Wilson,1978-12-24,-12.09/-77.25,Asistentes,Máncora
88721677,94364596,Tristen,Thompson,Jackson,1972-1-24,-12.94/-77.15,Ventas,Chiclayo
77829955,86064896,Toney,White,Smith,1992-6-14,-12.66/-77.36,Ventas,Talara
25006401,94364596,Jaxson,Miller,Williams,1987-2-16,-12.41/-77.62,Ventas,Paita Terminal
32882668,30406888,Akira,Williams,Rodriguez,1993-2-27,-12.64/-77.62,Conductores,Paita
31882054,30406888,Janay,Jackson,Williams,1979-9-5,-12.49/-77.66,Conductores,Máncora
00098650,30406888,Adyson,Thomas,Williams,1996-3-8,-12.06/-77.30,Limpieza,Paita Terminal
28840018,30406888,Benjamen,Jones,Thomas,1978-7-8,-12.67/-77.56,Conductores,Paita
29701514,21145533,Madelene,Miller,Anderson,1993-1-22,-12.87/-77.83,Conductores,Paita
64942909,30406888,Eleonore,Miller,Wilson,1978-11-10,-12.28/-77.94,Asistentes,Chimbote
99672676,94364596,Lacey,Martin,Miller,1972-4-2,-12.36/-77.76,Conductores,Máncora
64073898,86064896,Constance,Miller,Brown,1971-3-2,-12.88/-77.70,Ventas,Chimbote
24133781,30406888,Zayden,Anderson,Brown,1975-10-0,-12.54/-77.55,Conductores,Oficina Bolivar
28882882,94364596,Maximus,Miller,Johnson,1970-12-10,-12.63/-77.11,Ventas,Terrapuerto Trujillo
62569914,21145533,Shyheim,Rodriguez,Martin,1988-5-5,-12.98/-77.83,Asistentes,Piura Terminal
54166648,94364596,Odus,Moore,Davis,1986-6-16,-12.44/-77.54,Limpieza,Chimbote
35899602,86064896,Ruben,Martin,Anderson,1972-1-27,-12.58/-77.30,Ventas,Chiclayo
63828282,86064896,Vashti,Martinez,Martin,1972-5-18,-12.41/-77.20,Ventas,Oficina Bolivar
62868939,86064896,Florida,Davis,Moore,1980-12-2,-12.14/-77.33,Asistentes,Chiclayo
29493753,30406888,Brain,Jones,Taylor,1989-8-23,-12.68/-77.19,Conductores,Paita
20651274,21145533,Chad,Martin,Davis,1970-3-24,-12.71/-77.83,Asistentes,Piura Terminal
35615497,94364596,Beecher,Jackson,Williams,1988-11-10,-12.15/-77.45,Asistentes,Terrapuerto Trujillo
95231524,86064896,Garrett,Jones,Moore,1987-11-19,-12.80/-77.14,Ventas,Lima
91292807,21145533,Larue,Thompson,Martinez,1991-3-22,-12.36/-77.19,Asistentes,Terrapuerto Trujillo
81419415,30406888,Tarah,Davis,Davis,1974-12-22,-12.53/-77.50,Limpieza,Tumbes
24640591,30406888,Carina,Davis,White,1996-6-3,-12.09/-77.06,Limpieza,Paita Terminal
06928479,30406888,Christeen,Williams,Garcia,1971-7-12,-12.87/-77.69,Ventas,Paita Terminal
70682599,94364596,Jordan,Miller,Taylor,1978-10-14,-12.30/-77.86,Conductores,Tumbes
28903704,30406888,Miriam,Moore,Williams,1992-10-8,-12.41/-77.25,Asistentes,Chiclayo
99261490,86064896,Guadalupe,Martin,Davis,1986-7-27,-12.96/-77.64,Conductores,Tumbes
08438595,86064896,Vinson,Garcia,Johnson,1998-7-1,-12.96/-77.69,Ventas,Máncora
29087703,30406888,Florance,Garcia,Jones,1987-3-5,-12.21/-77.07,Asistentes,Máncora
70735427,94364596,Aisha,Garcia,Moore,1984-8-12,-12.24/-77.40,Conductores,Piura Terminal
03545883,21145533,Suzy,Jackson,Smith,1970-5-23,-12.85/-77.93,Conductores,Los Organos
38199632,30406888,Buell,Johnson,Wilson,1973-10-17,-12.07/-77.66,Limpieza,Oficina Bolivar
65985460,94364596,Joyce,Anderson,Rodriguez,1979-12-14,-12.30/-77.35,Ventas,Talara
57106024,94364596,Denzil,Davis,Anderson,1984-6-2,-12.03/-77.18,Ventas,Paita Terminal
59586514,86064896,Kailey,Davis,Taylor,1993-8-19,-12.25/-77.87,Ventas,Plaza Norte
82236747,21145533,Eloy,Miller,Brown,1976-3-8,-12.44/-77.83,Conductores,Talara
62729469,94364596,Crawford,Rodriguez,Thompson,1992-7-8,-12.76/-77.29,Ventas,Oficina Juan Pablo
19899232,30406888,Arnie,Garcia,Thomas,1989-9-14,-12.01/-77.99,Limpieza,Sullana
58869658,21145533,Maritza,Brown,Wilson,1971-1-5,-12.30/-77.53,Asistentes,Terrapuerto Trujillo
14421722,30406888,Danny,Brown,Thompson,1974-2-24,-12.02/-77.93,Limpieza,Chimbote
21662815,21145533,Zaire,Wilson,Smith,1987-3-9,-12.59/-77.32,Asistentes,Máncora
